[00-00] "!MissingString!"
[04-0F] "Così termina la Novella del Bardo. Grazie al cielo! Non avrei sopportato di leggere una sola altra parola su quel detestabile Bardo!"
[05-0F] "Così termina la Novella del Bardo. Penso che tutti noi ce l'aspettassimo... Che liberazione!"
[06-0F] "Così termina la Novella, con la tragica morte del nostro eroe."
[07-0F] "Così termina la Novella... con la tragica morte del nostro eroe. Non riesco a credere di averlo detto senza mettermi a ridere."
[08-0F] "Hahahaha, questa non potevo proprio perdermela... ahem... Così termina la nostra storia."
[09-0F] "Così termina la nostra storia. Ahhh... i lieto fine come questo mi commuovono sempre."
[0A-0F] "Segnerò questa pagina nel libro."
[0B-0F] "Prenderò nota dei nostri progressi."
[0C-0F] "Beh, vediamo, dove eravamo...? Oh sì..."
[0D-0F] "Allora... ah sì, ora ricordo dove eravamo arrivati..."
[0E-0F] "Eravamo arrivati al punto in cui... Il Bardo si rese ridicolo... E poi... ah sì, ecco..."
[0F-0F] "Gradisci ascoltare una nuova storia? Oh, molto bene, da dove iniziamo?"
[10-0F] "Vuoi che continui a narrare la Novella?"
[11-0F] "E quindi ci fu un lungo periodo durante il quale non successe nulla."
[12-0F] "E così il Bardo mise su famiglia con la prima contadina che incontrò, prese lavoro come sguattero in una delle stalle del paese, e crebbe sei bambini..."
[13-0F] "Oh no, non è vero! Smettila di inventarti le cose!"
[14-0F] "Dopo un lungo periodo di inattività, il Bardo cominciò a comportarsi come un vero eroe e fece qualcosa di nobile..."
[15-0F] "Come se qualcuno potesse crederci."
[16-0F] "E ancora nulla successe, mentre il Bardo se ne stava lì a far... beh, nulla."
[17-0F] "E a quel punto giunse il momento in cui il Bardo fece... un bel niente!"
[18-0F] ""
[19-0F] ""
[1A-0F] "Rimango sempre allibito mentre narro di questo dannato idiota!"
[1B-0F] "La Novella del Bardo. Prologo..."
[1C-0F] "Capitolo I: Houton"
[1D-0F] "Capitolo II: La Foresta di Neversdale"
[1E-0F] "Capitolo III: Kirkwall"
[1F-0F] "Capitolo IV: Parco dell'Altipiano"
[20-0F] "Capitolo V: La Torre della Foresta"
[21-0F] "Capitolo VI: Il Passo della Montagna"
[22-0F] "Capitolo VII: La Torre della Montagna"
[23-0F] "Capitolo VIII: Dounby"
[24-0F] "Capitolo IX: Finstown"
[25-0F] "Capitolo X: Greenlands"
[26-0F] "Capitolo XI: Stromness"
[27-0F] "Capitolo XII: Le Miniere dei Firbolg"
[28-0F] "Capitolo XIII: La Torre dell'Isola"
[29-0F] "Capitolo XIV: La Torre di Dounby"
[2A-0F] "Houton"
[2B-0F] "La Foresta di Neversdale"
[2C-0F] "Kirkwall"
[2D-0F] "Parco dell'Altipiano"
[2E-0F] "La Torre della Foresta"
[2F-0F] "Il Passo della Montagna"
[30-0F] "La Torre della Montagna"
[31-0F] "Finstown"
[32-0F] "Dounby"
[33-0F] "Greenlands"
[34-0F] "Stromness"
[35-0F] "Le Miniere dei Firbolg"
[36-0F] "La Torre dell'Isola"
[37-0F] "La Torre di Dounby"
[38-0F] "Scintillanti particelle di luce danzavano nell'aria. Rilucendo nelle tenebre, ostacolavano e annullavano la magia del Bardo. Sapendo di dover procedere da solo, senza l'aiuto delle sue canzoni, il nostro eroe si preparò all'azione."
[39-0F] "Ancora una volta il Bardo sentì i suoi poteri magici indeboliti dalle luci scintillanti."
[3A-0F] "Colpisci un po' più forte!"
[3B-0F] "Usa Capoferro!"
[3C-0F] "Sei sicuro di usare la mano giusta?"
[3D-0F] "Puoi anche parare, sai?"
[3E-0F] "Rimprovera lo spadaccino, non la spada."
[3F-0F] "Prova la difesa alla Bonetti"
[40-0F] "Il tuo salvatore è qui!"
[41-0F] "Hai bisogno ancora di me? Ci avrei giurato..."
[42-0F] "Non mettermi via, brutto..."
[43-0F] "...Oh Nuckelavee Nuckelavee, grande grosso e spaventoso chi ti ha liberato qui..."
[44-0F] "I Bardi morti non narrano novelle!"
[45-0F] "Pepita"
[46-0F] "Scambia gli Hoy Keys"
[47-0F] "Disabililta gli Hot Keys"
[48-0F] "Avrai notato che questa prigione non ha né fineste né porte..."
[49-0F] "Aspetta un minuto. Sì è così"
[4A-0F] "Cosa? Io non vedo niente!"
[4B-0F] "E' perché non hai gli occhi!"
[4C-0F] "Grazie per avermelo detto... e per aver versato sale sulla ferita."
[4D-0F] "C'era una volta un Bardo di Houtòn che per una montagna si avventurò. Lungo il tragitto ahilui scivolò e dalla testa sangue a fiotti sgorgò"
[4E-0F] "La luna di sangue sorgerà da occidente e gli zombie diranno 'non si può far niente: se un prescelto è incosciente morrà senza un aiuto apparente'"
[4F-0F] "Canto un'allegra canzone, se il valore guida la tua tenzone: la paura non ti coglierà se una forte virtù si sosterrà. Ma triste io canto e non di letizia: lussuria e ricchezza son del tuo cuor nequizia. S'è così, il fato tuo è stabilito: nella terra scura sarai seppellito"
[50-0F] "Sono i passi di un prescelto ciò che sento? Così vicini... ma saprà d'esser lungi dal suo intento? Se una morte inaspettata non lo coglierà, lo scalpiccio dietro l'angolo presto s'udrà"
[51-0F] "Voglio un drink dal buon sapore che non m'ingrassi le maniglie dell'amore. Dev'esser scura, di tempra sincera: voglio di Bugbear una Birra Leggera! La Birra Leggera di Bugbear è disponibile nelle migliori taverne."
[52-0F] "E questo cosa diavolo sarebbe?"
[53-0F] "E' una cosetta di mia invenzione: l'ho chiamata "jingle". Credo sia un ottimo modo per pubblicizzare un prodotto."
[54-0F] "Hmm, sai, io sono un esperto di musica... e non credo che avrà mai successo."
[55-0F] "Sarò al suo fianco, signore."
[56-0F] "Li affronterò a viso aperto!"
[57-0F] "Sarà protetto, signore!"
[58-0F] "Sono qui se ha bisogno di me."
[59-0F] "Al suo servizio."
[5A-0F] "La proteggerò!"
[5B-0F] "Le guardo le spalle, signore!"
[5C-0F] "Ehi tu, perché non provi a colpirmi?"
[5D-0F] "Da questa parte! Sono qui!"
[5E-0F] "Cosa stai aspettando? Uccidimi!"
[5F-0F] "Uccidimi, sono qui!"
[60-0F] "Haha! Non riesci a colpirmi!"
[61-0F] "Da questa parte!"
[62-0F] "Sono spiacente."
[63-0F] "Senza offesa."
[64-0F] "Mi perdoni."
[65-0F] "Ow! Fa discretamente male."
[66-0F] "Mancato! Oh, no aspetta... non è vero."
[67-0F] "Posso farcela!"
[68-0F] "Ouch!"
[69-0F] "Di tanto in tanto potresti provare a schivare... farebbe meno male."
[6A-0F] "E dove starebbe il divertimento?"
[6B-0F] "Bel colpo!"
[6C-0F] "Spiacente..."
[6D-0F] "Ti ho deluso..."
[6E-0F] "Questo era...davvero doloroso..."
[6F-0F] ""
[70-0F] ""
[71-0F] "Arrivo."
[72-0F] "Più veloce!"
[73-0F] "Cercherò di rallentare."
[74-0F] "In posizione."
[75-0F] "E' tempo di giocare?"
[76-0F] "Pronto all'azione!"
[77-0F] "Ti sono mancato?"
[78-0F] "Da questa parte!"
[79-0F] "Pensi di fermarmi?"
[7A-0F] "Ho qui qualcosa per te."
[7B-0F] "Un po' più vicino..."
[7C-0F] "Vieni da mammina!"
[7D-0F] "In ginocchio!"
[7E-0F] "Troppo facile."
[7F-0F] "Fa male?"
[80-0F] "Sei una lumaca!"
[81-0F] "Troppo lento!"
[82-0F] "Ha fatto l'occhiolino?"
[83-0F] "La tua voce é molto suadente... perché non diamo un'occhiata sotto a quell'armatura?"
[84-0F] "Milady, no! Non sarebbe opportuno!"
[85-0F] "Chi se ne importa d'esser opportuni quando ci si può divertire?"
[86-0F] "E' il mio codice d'onore."
[87-0F] "Che peccato..."
[88-0F] "Ehi, bellezza, come butta?"
[89-0F] "Sei un demone tentatore... che ne diresti di andare in un luogo appartato? Solo tu... ed io."
[8A-0F] "Sta scherzando?"
[8B-0F] "Certo che no. Andiamo."
[8C-0F] "Sta scherzando? Diavolo, si!"
[8D-0F] "Beh, in realtà stavo scherzando."
[8E-0F] "Sapevo che era troppo bello per essere vero."
[8F-0F] "Ancora troppo lento..."
[90-0F] "Non...ancora..."
[91-0F] "Cado..."
[92-0F] ""
[93-0F] ""
[94-0F] "Chi vuole una bella batosta?"
[95-0F] "Mi hai evocato?"
[96-0F] "Eccomi, sono qui!"
[97-0F] "Non sei poi così grande!"
[98-0F] "Più grandi sono..."
[99-0F] "Scioccante, non è vero?"
[9A-0F] "Ehi, tipo: guarda dove metti i piedi e non azzardarti a colpirmi con una di quelle dannate rocce! Ma poi a cosa ci serve una bestia più lenta d'una lumaca? Io combatto da solo, e non mi serve l'aiuto di un imbranato come 'sto tizio."
[9B-0F] "Cosa? Me no capire! Piccolo uomo volere combattere me? Me no volere combattere amici!"
[9C-0F] "Ah, davvero? Credi forse che non ti potrei battere? Prova a sfidarmi, bisonte, e ti sbatto a terra. Ti avverto!"
[9D-0F] "Me confuso!"
[9E-0F] "Ehi, sta' calmo, piccoletto. Risparmiatela per i cattivi."
[9F-0F] "Farai meglio a star lontano dai lanciafulmini, uomo di latta; sono in grado di friggerti fino al midollo, con tutto l'acciaio che indossi. Sei fortunato ad essere dalla mia parte, altrimenti ti farei fuori in un istante."
[A0-0F] "Bella battuta... Contadino!"
[A1-0F] "Come? Credi che stia scherzando? Credi forse che io sia il tuo buffone personale? Che sia qui per farti divertire?"
[A2-0F] "E' quello che ho detto."
[A3-0F] "Ehi, state calmi, calmi. Siamo tutti dalla stessa parte, ricordate?"
[A4-0F] "Non sei poi così grande..."
[A5-0F] "La prossima volta te la faccio vedere..."
[A6-0F] "Sei stato fortunato..."
[A7-0F] ""
[A8-0F] ""
[A9-0F] ""
[AA-0F] ""
[AB-0F] ""
[AC-0F] ""
[AD-0F] ""
[AE-0F] ""
[AF-0F] ""
[B0-0F] ""
[B1-0F] ""
[B2-0F] ""
[B3-0F] ""
[B4-0F] ""
[B5-0F] ""
[B6-0F] ""
[B7-0F] ""
[B8-0F] ""
[B9-0F] ""
[BA-0F] ""
[BB-0F] ""
[BC-0F] ""
[BD-0F] ""
[BE-0F] ""
[BF-0F] ""
[C0-0F] ""
[C1-0F] ""
[C2-0F] ""
[C3-0F] ""
[C4-0F] ""
[C5-0F] ""
[C6-0F] ""
[C7-0F] ""
[C8-0F] ""
[C9-0F] ""
[CA-0F] ""
[CB-0F] ""
[CC-0F] ""
[CD-0F] ""
[CE-0F] ""
[CF-0F] ""
[D0-0F] ""
[D1-0F] ""
[D2-0F] ""
[D3-0F] "Immediatamente, dolcezza."
[D4-0F] "Lascia fare a me."
[D5-0F] "Resto dietro di te, carino."
[D6-0F] "Resterò qui."
[D7-0F] "Hahahahaha"
[D8-0F] "Qualcuno ha bisogno di cure?"
[D9-0F] "Lancio un incantesimo su di te."
[DA-0F] "Soccorso!"
[DB-0F] "Guarigione!"
[DC-0F] "Guarisci!"
[DD-0F] "Rallenta un po'."
[DE-0F] "Non correre troppo."
[DF-0F] "C'è un po' troppo occhio di rospo, qui dentro."
[E0-0F] "Eeeek! Un ratto! Disgustoso! Levamelo di torno."
[E1-0F] "Ha più paura lui di te. E lo stesso vale per me, tra l'altro."
[E2-0F] "Oh, è di nuovo quel disgustoso roditore. Mi proteggerai?"
[E3-0F] "Diavolo, speravo che fosse lui a proteggermi da te. E, comunque, che problemi ti dà quel ratto? Non dovresti essere una specie di strega?"
[E4-0F] "E allora? Le streghe non possono avere paura dei ratti? Solo perché ci occupiamo di arti oscure non è detto che dobbiamo stare insieme a dei mostriciattoli con gli occhietti luccicanti... presenti esclusi, naturalmente, mio caro."
[E5-0F] "Questo ratto è davvero necessario? Mi fa venire i brividi lungo la schiena."
[E6-0F] "Beh, adesso sai cosa sento quando ti guardo."
[E7-0F] "Non hai scrupoli, figliolo? Una strega non deve metter piede su questo sacro suolo. Sparisci, immonda fattucchiera!"
[E8-0F] "Beh, a me sembra che abbia messo piede fin qui senza problemi."
[E9-0F] "Non preoccuparti...non è malvagia come sembra a prima vista."
[EA-0F] "Naturalmente... Nessuno può essere così cattivo. Pregherò per entrambi."
[EB-0F] "Mi sto sciogliendo!"
[EC-0F] "Che mondo..."
[ED-0F] ""
[EE-0F] ""
[EF-0F] ""
[F0-0F] "Se proprio devo..."
[F1-0F] "Incantesimo!"
[F2-0F] "Fai attenzione."
[F3-0F] "Resto in attesa di istruzioni."
[F4-0F] "Ti offro i miei servigi."
[F5-0F] "Osserva la mia gloria!"
[F6-0F] "Hai bisogno del mio aiuto."
[F7-0F] "Tempus retexo!"
[F8-0F] "Mortis temporalis!"
[F9-0F] "Non è tempo di morire!"
[FA-0F] "Venus incanto!"
[FB-0F] "Frater adigo!"
[FC-0F] "Sapevo che saresti stato d'accordo."
[FD-0F] "Copriti, donna! Non hai il minimo ritegno? Qui ci sono uomini con un basso autocontrollo."
[FE-0F] "Adoro gli uomini con poco autocontrollo. Più istintivi sono, meglio è...se capisci cosa intendo..."
[FF-0F] "Scandaloso!"
[00-10] "L'indegnità..."
[01-10] ""
[02-10] "Sudici contadini..."
[03-10] ""
[04-10] ""
[05-10] "Sono qui, Maestro."
[06-10] "Illuminante"
[07-10] "Attenuante."
[08-10] "Prendo fiato."
[09-10] "Che sia la luce!"
[0A-10] "A qualcuno serve una luce?"
[0B-10] "Paura del buio?"
[0C-10] "Illumino la via."
[0D-10] "Su le luci!"
[0E-10] "Bam!"
[0F-10] "Ti ho detto di non guardare!"
[10-10] "Questo ti insegnerà a non prendermi alla leggera!"
[11-10] "Così buio..."
[12-10] "Spegnete le luci..."
[13-10] "Sono stata colpita..."
[14-10] ""
[15-10] ""
[16-10] "A rapporto!"
[17-10] "Sono pronto!"
[18-10] "Per il Re e per la patria!"
[19-10] "Prendete questo, mostro!"
[1A-10] "Voi avete bisogno di me!"
[1B-10] "Al diavolo, fellone!"
[1C-10] "Vi ho preso le misure!"
[1D-10] "Avete avuto quel che volevate!"
[1E-10] "Bah, non c'è bisogno alcuno d'un fetido mercenario plebeo ora che avete al vostro servizio un guerriero del mio lignaggio."
[1F-10] "Parla per te, orco: il vino buono sta nella botte piccola. Prova a chiedere alle ragazze."
[20-10] "Nessuna signora vorrebbe avere a che fare con voi o con la vostra piccola botte."
[21-10] "Uno a zero per lui. E ora chiudete quelle fogne, tutti e due!"
[22-10] "Milady, questi son tempi perigliosi per una rappresentante del gentil sesso come voi. Ma non abbiate timore, state presso me e io lotterò per la vostra incolumità."
[23-10] "Oh, cuore mio, non correre: cosa mai farei senza di voi? So badare benissimo a me stessa, testa di latta, e, sicuro come il demonio, non ho bisogno che tipi come te mi proteggano."
[24-10] "Siete assai poco femminile; voi parlate come un uomo!"
[25-10] "Uno di noi deve pur farlo, non trovi?"
[26-10] "Diamine! Una bestia immonda uscita dal più oscuro antro dell'inferno! Fatevi da parte mentre la elimino!"
[27-10] "Ehi, piantala! Quella bestia immonda l'ho evocata io, buffone!"
[28-10] "Ma è così miserabile. Non potrei, dunque, farla fuori rapidamente?"
[29-10] "Sai... tu hai dei seri problemi."
[2A-10] "Pentiti delle tue malvagità, abbandona le tue pratiche blasfeme e forse potrà esserci salvezza per te, strega."
[2B-10] "Pratiche malvagie? Io curo i malati; perché tutti continuano a dirmi che sono cattiva? Ora, se vuoi salvare l'anima di qualcuno, prova a tener d'occhio il nostro buon Bardo."
[2C-10] "Sì. Lo farei, ma sembra essere una causa persa in partenza."
[2D-10] "Ah, e non hai nemmeno visto tutto! Avresti dovuto stare con lui sin dall'inizio di questo viaggio..."
[2E-10] "Non riesco a credere di aver chiesto di esser coinvolto in questa storia."
[2F-10] "Nemmeno noi!"
[30-10] "Nemmeno noi!"
[31-10] "Per la gloria..."
[32-10] "Una ferita mortale..."
[33-10] "Ritornerò..."
[34-10] ""
[35-10] ""
[36-10] "Non serve alzare la voce, sono qui!"
[37-10] "Attacco!"
[38-10] "Ok, ti sto dietro."
[39-10] "In attesa."
[3A-10] "Pronto a scassare!"
[3B-10] "Chi ha bisogno di fratturarsi la testa?"
[3C-10] "E' tempo di farsi pagare."
[3D-10] "E sta' giù!"
[3E-10] "Haha, fuori un altro."
[3F-10] "Bardo, mi dovrai una fortuna, per questo!"
[40-10] "Sono il migliore in questo campo!"
[41-10] "Oh, sì. Beh, salve, ragazza. Ti sei mai fatta un giro con un vero esemplare di maschio?"
[42-10] "Non posso dire d'averlo fatto. Se ne vedi uno, fammelo sapere."
[43-10] "Beh, fammi rotolare e chiedimi di abbaiare. Cosa posso fare per te, mio fiore meraviglioso?"
[44-10] "Che ne diresti di rotolare e fare il morto?"
[45-10] "Oh... uhm... Beh, tu sei la più... Devo dire che sei la più...  Che ne diresti se tu ed io...  Diavolo, mi serve un drink... o forse dieci."
[46-10] ""
[47-10] "Beh, ehilà. Che ne diresti se tu ed io andassimo in un posticino appartato a discutere delle mie parti migliori?"
[48-10] "Qualcuno ha del sapone e dell'acqua? Sento l'improvviso bisogno di lavarmi."
[49-10] "Ah, ragazza mia, che splendida visione. Ci credi nell'amore a prima vista o vuoi darmi una seconda occhiata?"
[4A-10] "Hoi, sono il signor Giusto. Qualcuno mi ha detto che mi stavi cercando."
[4B-10] "Sto cercando di resistere al bisogno di renderti la donna più felice della terra, stanotte."
[4C-10] "Se ti seguo fino a casa, mi terrai con te?"
[4D-10] "Tuo padre coltiva frutta. Non avevo mai visto due pere così. Har har."
[4E-10] "Hai le gambe stanche? Sai, hai attraversato i miei sogni in lungo e in largo, stanotte."
[4F-10] "Sai cosa ti starebbe bene addosso? ...ME!"
[50-10] "Beh, sparisci, barba unta!"
[51-10] "Ma cammina, piccoletto."
[52-10] "Nemmeno se tu fossi l'ultimo uomo rimasto in vita!"
[53-10] "Piantala, segaiolo."
[54-10] "Sparisci dalla mia vista, brutto 'coso'!"
[55-10] "Hmmmph!"
[56-10] "Se vuoi toccarmi, non pensarci nemmeno: ti prenderò da dietro e ti farò desiderare di non esser mai nato!"
[57-10] "Sparisci, vaccona!"
[58-10] "Ma cammina, piccoletto."
[59-10] "Nemmeno se tu fossi l'ultimo uomo rimasto in vita!"
[5A-10] "Smamma, svitato."
[5B-10] "Sparisci dalla mia vista, grossa bestia pelosa!"
[5C-10] "Hmmmph!"
[5D-10] "Se vuoi toccarmi, non pensarci nemmeno!"
[5E-10] "Mi hanno presa!"
[5F-10] "Non me l'aspettavo..."
[60-10] "La mia solita fortuna..."
[61-10] ""
[62-10] ""
[63-10] ""
[64-10] ""
[65-10] ""
[66-10] ""
[67-10] ""
[68-10] ""
[69-10] ""
[6A-10] ""
[6B-10] ""
[6C-10] ""
[6D-10] ""
[6E-10] ""
[6F-10] ""
[70-10] ""
[71-10] "Sono in viaggio!"
[72-10] "Prendo la mira!"
[73-10] "Avanzo con cautela."
[74-10] "Resto sul posto."
[75-10] "Serve aiuto?"
[76-10] "Indicami l'obiettivo."
[77-10] "Presente all'appello!"
[78-10] "Sei troppo fragile, lo sai?"
[79-10] "Centrato in pieno!"
[7A-10] "L'ho fatto ad occhi chiusi!"
[7B-10] "Troppo facile."
[7C-10] "Non è leale..."
[7D-10] "Non finisce qui..."
[7E-10] "Colpo fortunato..."
[7F-10] ""
[80-10] ""
[81-10] "Come vuoi."
[82-10] "Sono miei!"
[83-10] "Me dietro te, boss."
[84-10] "Me restare qui."
[85-10] "Dove me essere?"
[86-10] "Te servire me?"
[87-10] "Avere rocce?"
[88-10] "Rocce essere amiche!"
[89-10] "Andare via!"
[8A-10] "Me schiacciare!"
[8B-10] "Uno cucciolo! Venire qui piccolo cucciolo, me prendere buona cura di te. Perché cucciolo andare via? Tornare indietro!"
[8C-10] "Cucciolo! Guada che carino cucciolo! Venire qui, me prendere buona cura di te. Perché andare via? Tornare indietro, cucciolo!"
[8D-10] "Uno cucciolo! Venire qui piccolo cucciolo, me prendere buona cura di te. Perché cucciolo andare via? Tornare indietro!"
[8E-10] "Ma sei cieco? Questo non è un cucciolo... E' un...  non sono molto sicuro di cosa sia ma questo non è un cucciolo!"
[8F-10] "Cucciolo!"
[90-10] "Errrr... ok, come preferisci, ragazzone."
[91-10] "No sentire molto bene..."
[92-10] "Bardo..."
[93-10] "Parlare me di cuccioli..."
[94-10] ""
[95-10] ""
[96-10] ""
[97-10] ""
[98-10] ""
[99-10] ""
[9A-10] ""
[9B-10] ""
[9C-10] ""
[9D-10] ""
[9E-10] ""
[9F-10] ""
[A0-10] ""
[A1-10] ""
[A2-10] "Devo dire che come cane da guardia te la cavi proprio male. Se fuggi di fronte a qualcosa di così piccolo, preparati ad un brusco risveglio se mai entrerai in una delle taverne che ci sono qua attorno."
[A3-10] "Pronto all'esplorazione."
[A4-10] "Hai qualche problema, ragazzo?"
[A5-10] "Sono qui."
[A6-10] "Guarda, ho trovato qualcosa!"
[A7-10] "Ahhh una porta segreta! Non le fanno più come una volta."
[A8-10] "Ehi, Bardo, da questa parte!"
[A9-10] "Trappole! Proprio là!"
[AA-10] "Sento odore di trappola!"
[AB-10] "Attento, questa è una trappola!"
[AC-10] "Che bello esser tornato. Non vedevo l'ora di sperimentare di nuovo del dolore lancinante."
[AD-10] "Vedermi dolorante è diventato uno dei tuoi hobby, non è così?"
[AE-10] "Non dimostri nessun rispetto per gli anziani doloranti. Ai miei tempi, l'unico rispetto che avevamo per la gente come te era...beh...non avevamo rispetto per quelli come te!"
[AF-10] "Ha! E' stato piacevole vederti assaggiare il sapore della mia medicina!"
[B0-10] "Non è piacevole, vero ragazzino?"
[B1-10] "Ora sai cosa provo, ragazzo."
[B2-10] "Non riesco nemmeno a dirti quanto desidero che ti abbia fatto male."
[B3-10] "Beh, che ne diresti di darci un'occhiata?"
[B4-10] "Beh, ecco qualcosa che vale la pena avere."
[B5-10] "Woohoo, non ho perso il tocco!"
[B6-10] "Un altro tesoro inestimabile per te, ragazzo."
[B7-10] "Ma perché ci disturbiamo per robetta del genere?"
[B8-10] "Non ne vale la pena!"
[B9-10] "Bah! Solo spazzatura!"
[BA-10] "Roba inutile!"
[BB-10] ""
[BC-10] "Non di nuovo..."
[BD-10] "Ce l'avevo quasi fatta..."
[BE-10] ""
[BF-10] ""
[C0-10] ""
[C1-10] ""
[C2-10] ""
[C3-10] ""
[C4-10] ""
[C5-10] ""
[C6-10] ""
[C7-10] ""
[C8-10] ""
[C9-10] "Morte ai viventi!"
[CA-10] "Fateli a pezzi!"
[CB-10] "Banchettiamo!"
[CC-10] "Raarrrr!"
[CD-10] ""
[CE-10] "Che freddo..."
[CF-10] ""
[D0-10] "Vai all'inferno!"
[D1-10] "Sono affamato!"
[D2-10] ""
[D3-10] "Devo. Fermare. La trappola."
[D4-10] "Dobbiamo fermarti!"
[D5-10] "Uccidetelo!"
[D6-10] "Avanti Fratelli!"
[D7-10] "Per Fionnaoch!"
[D8-10] "A morte il Bardo!"
[D9-10] ""
[DA-10] "Fratelli...vendicatemi..."
[DB-10] "Il cerchio ora.... è.... completo."
[DC-10] "Muoio..."
[DD-10] ""
[DE-10] "Vittoria!"
[DF-10] "Trionfiamo!"
[E0-10] "A morte il Bardo!"
[E1-10] "Draoi Fead!"
[E2-10] "Draoi Spraidh"
[E3-10] "Fas garadh!"
[E4-10] "Teanacadh!"
[E5-10] "Tair Bloinigein!"
[E6-10] ""
[E7-10] ""
[E8-10] ""
[E9-10] ""
[EA-10] ""
[EB-10] ""
[EC-10] ""
[ED-10] ""
[EE-10] ""
[EF-10] "Blatoni stanovnik!"
[F0-10] "Napadamu!"
[F1-10] "Pokvarilji si tvoj zemlja, ti neches da pokvaris nash!"
[F2-10] "Kashika!"
[F3-10] "Ti nechas da prodjas!"
[F4-10] "Umrai!"
[F5-10] "Udar groma!"
[F6-10] "Vatrena lopta!"
[F7-10] "Lekshi kisha!"
[F8-10] "Plimski Smrt!"
[F9-10] "Lek!"
[FA-10] ""
[FB-10] "Moja mala riba che... buda... sirak..."
[FC-10] "Ja umram..."
[FD-10] "Su dobila me!"
[FE-10] "Ja poslam tvoja dusha na morski smrt!"
[FF-10] "Pobedamu!"
[00-11] ""
[01-11] ""
[02-11] ""
[03-11] ""
[04-11] ""
[05-11] ""
[06-11] ""
[07-11] ""
[08-11] ""
[09-11] "Tagliateli a fette!"
[0A-11] "Uccideteli! Uccideteli tutti!"
[0B-11] "Distruggeteli!"
[0C-11] "Muori!"
[0D-11] "Raarrrr!"
[0E-11] "Dannato!"
[0F-11] "Caaariicaa!"
[10-11] ""
[11-11] "Ci vuole ben altro per fermarmi!"
[12-11] "E' tutto qui quello che sai fare?"
[13-11] "Impossibile..."
[14-11] "Maledetto..."
[15-11] "E' solo un graffio..."
[16-11] ""
[17-11] ""
[18-11] "Morte!"
[19-11] "Resta giù!"
[1A-11] "Nemico avvistato!"
[1B-11] "Niente prigionieri!"
[1C-11] "Per Lugh!"
[1D-11] "Per il padrone!"
[1E-11] ""
[1F-11] "Lugh..."
[20-11] "Padrone..."
[21-11] ""
[22-11] "Per Lugh!"
[23-11] "Gloria a Lugh!"
[24-11] ""
[25-11] "Ti fiuto."
[26-11] "Ti scorticherò."
[27-11] ""
[28-11] ""
[29-11] ""
[2A-11] "Alla... fine..."
[2B-11] ""
[2C-11] ""
[2D-11] "Sì!"
[2F-11] ""
[30-11] ""
[31-11] ""
[32-11] ""
[33-11] ""
[34-11] ""
[35-11] ""
[36-11] ""
[37-11] ""
[38-11] ""
[39-11] ""
[3A-11] ""
[3B-11] ""
[3C-11] "E' il Bardo!"
[3D-11] "Uccidete quel bastardo!"
[3E-11] "Mirate al Bardo!"
[3F-11] "Sei finito, Bardo!"
[40-11] ""
[41-11] "Noooo....!"
[42-11] "Dannato Bardo..."
[43-11] ""
[44-11] "Ti è piaciuto, Bard?"
[45-11] "Vendetta!"
[46-11] "Per Finstown!"
[47-11] "Assaggia la morte!"
[48-11] "All'attacco!"
[49-11] ""
[4A-11] "Ti manderò all'altro mondo!"
[4B-11] ""
[4C-11] "Non ho paura di te!"
[4D-11] ""
[4E-11] "Il Valhalla chiama..."
[4F-11] ""
[50-11] "E' un buon giorno per morire..."
[51-11] "Combatti bene..."
[52-11] ""
[53-11] "Sia lodato Woden!"
[54-11] "Perirete tutti!"
[55-11] "Fino alla morte!"
[56-11] ""
[57-11] ""
[58-11] ""
[59-11] ""
[5A-11] ""
[5B-11] ""
[5C-11] ""
[5D-11] ""
[5E-11] ""
[5F-11] ""
[60-11] ""
[61-11] ""
[62-11] ""
[63-11] ""
[64-11] ""
[65-11] ""
[66-11] ""
[67-11] ""
[68-11] ""
[69-11] ""
[6A-11] ""
[6B-11] ""
[6C-11] ""
[6D-11] ""
[6E-11] ""
[6F-11] ""
[70-11] ""
[71-11] ""
[72-11] ""
[73-11] ""
[74-11] ""
[75-11] ""
[76-11] ""
[77-11] ""
[78-11] ""
[79-11] ""
[7A-11] ""
[7B-11] ""
[7C-11] ""
[7D-11] ""
[7E-11] ""
[7F-11] ""
[80-11] ""
[81-11] ""
[82-11] ""
[83-11] ""
[84-11] ""
[85-11] ""
[86-11] ""
[87-11] ""
[88-11] ""
[89-11] ""
[8A-11] ""
[8B-11] ""
[8C-11] ""
[8D-11] ""
[8E-11] ""
[8F-11] ""
[90-11] ""
[91-11] ""
[92-11] ""
[93-11] ""
[94-11] ""
[95-11] ""
[96-11] ""
[97-11] ""
[98-11] ""
[99-11] ""
[9A-11] ""
[9B-11] ""
[9C-11] ""
[9D-11] ""
[9E-11] ""
[9F-11] "Grrrrr!"
[A0-11] "Raarrrr!"
[A1-11] "Ouch!"
[A2-11] "Ehi, fa male!"
[A3-11] ""
[A4-11] "Esatto, sta' giù!"
[A5-11] "Muori!"
[A6-11] ""
[A7-11] "Avvicinati e ti darò l'ascia!"
[A8-11] "Vai con il Rock!"
[A9-11] "All'attacco!"
[AA-11] ""
[AB-11] "Non-trionfante..."
[AC-11] "Non condurre qui la tua debole magia, Bardo!"
[AD-11] "Debole."
[AE-11] "Vediamo che sai fare, Bardo!"
[AF-11] "Prendi questo!"
[B0-11] ""
