[01-00] "Qui Erik il Vichingo giace, a Valhalla ora combatte, così assai gli piace."
[75-04] "E' stato più difficile del previsto, ma meglio un affare che essere in debito."
[76-04] "L'hai detto! Conner mi ha ripulito giocando a carte... ho dovuto promettergli la mano di mia figlia in matrimonio per sdebitarmi."
[77-04] "Sapevo già che eri un vecchio spregevole, ma tua figlia per sdebitarti, ti sei proprio superato."
[78-04] "E' proprio così, ma lei ha rovinato tutto innamorandosi di un disgraziato, ora il matrimonio è annullato. Mi dispiace per Conner."
[79-04] "A me dispiace per il disgraziato, ma torniamo alle cose che mi interessano davvero. Tira fuori la campana, e concludiamo quest'affare."
[7A-04] "La campana è tua. Un affare è un affare."
[7B-04] "Di a tua figlia che mi dispiace di non poter esserci al matrimonio."
[7C-04] "Matrimonio? Qualcuno ha detto matrimonio?"
[7D-04] "Fermo dove sei. Hai anche la faccia tosta di venire sulla nostra terra?"
[7E-04] "Vedo che conosci mia figlia."
[7F-04] "Uh oh."
[80-04] "Questo è il porco di cui ti ho parlato."
[81-04] "Lo stesso spirito di tuo padre. Non mi sorprende che tu l'abbia venduta."
[82-04] "Papà, questo verme ha abusato di me, ed è sparito il mattino seguente. Mi hai promesso di sposarmi, e mi hai spezzato il cuore!"
[83-04] "Ascolta, ragazza..."
[84-04] "Il nostro accordo è concluso."
[85-04] "Non potrei essere più d'accordo con te, vecchio. Passami la campana e me ne vado."
[86-04] "Uno... Due..."
[87-04] "Non ricominciare a contare, per favore."
[88-04] "Come desideri."
[89-04] "Hai colpito il mio strumento!"
[8A-04] "E non miravo a quello. Vattene ora, e non tornare finchè non avrai reso felice mia figlia!"
[8B-04] "E l'irriverenza verso le donne fu di nuovo causa di intralcio per il nostro eroe. Imparerà mai?"
[8C-04] "E chi ti ha interpellato? Allora, qui ho due opzioni. Sposarla, o trovare qualche povero imbecille che prenda il mio posto. Mmmm, meglio la seconda opzione. Va da sè che dovrò vedermela con questo Conner."
[8D-04] "Eccoti di ritorno, amore mio. Papà, questo è l'uomo di cui ti parlavo. Ci stiamo per sposare."
[8E-04] "Beh, benvenuto nella famiglia... Sfigato."
[8F-04] "Grazie... Papà."
[90-04] "Vuoi sette bambini, o è meglio otto? Otto mi sembrano abbastanza. Insieme saremo felici e contenti. E pensa, un giorno tutto questo sarà tuo."
[91-04] "Mi viene quasi da piangere. Beh, papà, per quella campana?"
[92-04] "Vedo che vai subito dritto al sodo."
[93-04] "Proprio così."
[94-04] "Tu e io siamo simili."
[95-04] "Come due gocce d'acqua."
[96-04] "Ed è per questo che insisto a darti la campana... il giorno delle nozze di mia figlia."
[97-04] "Mi sembrava di essermela già guadagnata, quella campana."
[98-04] "Beh, ora tutto rimane nella famiglia, figlio mio. Per essere onesto, sono felice che sia tu e non quel buono a nulla di Conner. Quello è più stupido del mio cavallo."
[99-04] "Un uomo saggio sa riconoscere quando è sconfitto. Lasciate che vada in città per annunciare la gioiosa novità delle nostre nozze imminenti."
[9A-04] "Pensa a me mentre sei via, amore mio."
[9B-04] "Credimi, sei sempre nella mia mente, il problema è che non riesco a farti sloggiare. A presto, amore mio... Papà."
[9C-04] "Oh, lo so che tornerai."
[9D-04] "Non vedo l'ora di sentire questa campana nunziale..."
[9E-04] "Il Bardo si trovò fidanzato niente meno che con la figlia del contadino. Il nostro eroe stava proprio maturando. Ho bisogno di un fazzoletto..."
[9F-04] "E chi ti ha interpellato? Allora, qui ho due opzioni. Sposarla, o trovare qualche povero imbecille che prenda il mio posto. Mmmm, meglio la seconda opzione. Va da sè che dovrò vedermela con questo Conner."
[A0-04] "Chiunque tu sia, vattene. Lasciami solo con il mio dolore."
[A1-04] "Mi dispiace, non credevo che questo fosse il bagno delle donne."
[A2-04] "Per favore, lasciami stare. E cerca di non camminare sul mio cuore quando esci."
[A3-04] "Abbi la decenza di lasciare un uomo da solo con il suo dolore! Fuori di qui!"
[A4-04] "A meno che tu non abbia una corda con te, non mi sei di alcuna utilità. Lasciami stare!"
[A5-04] "Perchè vuoi continuare a torturare un'anima già torturata?"
[A6-04] ""
[A7-04] "Lascia che indovini, tu sei Conner..."
[A8-04] "Come lo sai? Oh, ma chi cerco di prendere in giro? Tutta Kirkwall sa che sono un fallito. Prestami la tua spada."
[A9-04] "Amico mio, non vale la pena togliersi la vita per una donna."
[AA-04] "E tu che ne sai?"
[AB-04] "Ho paura a dare la mia spada a un idiota come te, potresti rompere la lama mentre cerchi di infilzarti."
[AC-04] "Come può essere in pena per me, dopo che mi ha scaricato per qualche misera canaglia?"
[AD-04] "Riconosco ad occhio un amore perso, perchè poco tempo fa ho incontrato una donna che soffriva dello stesso dolore. Era la figlia del vecchio Finn, ed era in pena per te."
[AE-04] "Non fino alla notte delle nozze..."
[AF-04] "Canaglia? Veramente avevo sentito dire che era uno stallone, ma questo non importa. Amico mio, hai bisogno di imparare come funzionano le donne."
[B0-04] "Per chi mi prendi? Non potrei mai colpire una donna."
[B1-04] "Non era quello a cui pensavo. Quello che voglio dire è che lei ti ha scaricato per quest'uomo perchè tu ti batta per lei."
[B2-04] "Tu credi?"
[B3-04] "Provo a ripetere... un pò più lentamente. Una donna vuole un uomo che si batta per lei, che le provi il suo amore, e che non si scoraggi quando lei dice no. Lei ti ama già. Devi solo farle capire che nessun uomo può sbarrarti la strada."
[B4-04] "Lo sai...hai ragione!"
[B5-04] "Ne sono sicuro. Ora esci di qua e battiti per lei. Falle vedere che nessun uomo può sbarrarti la strada, non importa quanto sia forte."
[B6-04] "Non so chi sei, ma hai davvero la lingua lunga."
[B7-04] "Ora và, Conner, va e dille che l'ami. Chiedile di sposarti, e non accettare un rifiuto!"
[B8-04] "Tu! La pagherai per quello che hai fatto!"
[B9-04] "E non solo quella... vedi, sono io quello che ti ha fregato la fidanzata!"
[BA-04] "Questa volta la paghi!"
[BB-04] "Sei pronto a pulire di nuovo i miei stivali con la tua faccia?"
[BC-04] "Tutto quello che vuoi, amore."
[BD-04] "Basta! Mi arrendo!"
[BE-04] "Nessuno la passa liscia dopo avermi mentito sulla mia signora, Bardo."
[BF-04] "Il Bardo, con la speranza che il suo stratagemma avesse funzionato, tornò da Finn il contadino per scoprire se poteva finalmente ottenere la campana."
[C0-04] "Un ratto! Qualcuno mi aiuti!"
[C1-04] "Niente paura, un semplice ratto non è niente per me!"
[C2-04] "Grazie, gentile signore. Ecco una piccola ricompensa, da parte mia e della taverna."
[C3-04] "Ho reso tua figlia felice, nonno, quindi tira fuori la campana."
[C4-04] "Mi chiedo come tu abbia fatto, figliolo. In ogni caso, ti ringrazio di avermela tolta dai piedi."
[C5-04] "Non c'è di che."
[C6-04] "Mi mancheranno le nostre piacevoli chiaccherate. La campana è tua. C'è un vecchio cavallo fuori sul prato. La campana è intorno al suo collo. Buona fortuna."
[C7-04] "Ora o tu corri dietro a quel vecchio cavallo e mi recuperi la campana, oppure io faccio una strage dei tuoi polli. Che ne dici?"
[C8-04] "Beh, se io corro dietro a quel cavallo non ci guadagni nè tu nè io. Io morirò di sfinimento, e tu non avrai ancora la tua campana."
[C9-04] "Per quanto sarebbe bello, devo avere quella campana."
[CA-04] "Quel vecchio cavallo è forse la creatura più testarda che io abbia mai conosciuto, te compreso. Gli ho messo la campana al collo così che ogni volta che lo sento avvicinarsi posso scappare più lontano. Se riesci a recuperarla, non dimenticarti di ringraziare Bodb per avermi fatto divertire così tanto."
[CB-04] "Quale Bodb?"
[CC-04] "Ce n'è più di uno?"
[CD-04] "Lascia perdere."
[CE-04] "Vedo che te la cavi bene sia con gli animali che con le persone..."
[CF-04] "Ha iniziato lui, e le zoccolate sono la prova..."
[D0-04] "Hai bisogno di aiuto per sotterrare il tuo cavallo?"
[D1-04] "Shh... non dire che è il mio cavallo, non ho mai visto questa bestia prima d'ora! Se gli anziani del consiglio vengono a sapere che hai sparso il sangue del mio cavallo qui, saremo linciati. Questo era il luogo delle esecuzioni e dei sacrifici, quando ancora eravamo soliti fare questo genere di cose. Non ci tengo ad essere qui quando decideranno di ricominciare!"
[D2-04] "Ottimo, proprio quello che mi serviva, una muta di cittadini infuriati alle calcagna. Non lo lascerai mica qui, vero?"
[D3-04] "E così il Bardo, con in mano la campana e addosso l'odore di letame, ritornò di corsa al tempio per incontrare la sua nuova signora."
[D4-04] "Tornerò qui quando sarà notte fonda e nessuno potrà vedermi... ora è meglio svignarsela da qui."
[D5-04] "Hai recuperato la campana, amico mio?"
[D6-04] "Speravo fosse uno scherzo, questo della campana. Sembra che voi Bodb vi divertiate a farmi diventare pazzo."
[D7-04] "Questo è vero, ma abbiamo davvero bisogno di quella campana. Torna quando l'hai trovata."
[D8-04] "Niente campana, niente donna, amico."
[D9-04] "Vedo che sei di ritorno."
[DA-04] "Vedo che sei capace di farmi notare l'ovvio."
[DB-04] "Ci hai portato la campana?"
[DC-04] "E' stato faticoso, ed è successo di tutto, ma eccola qui."
[DD-04] "Davvero una bella campana per cavalli, ma dov'è la campana che ci serve?"
[DE-04] "Cos'hai detto?"
[DF-04] "La campana che cerchiamo è blu, con sopra una piccola mucca."
[E0-04] "Ecco dei dettagli che avreste fatto meglio a dirmi prima."
[E1-04] "Perdonali, amico mio, sono burloni di natura."
[E2-04] "Sì, fantastico. Mi mancheranno... quando saranno morti!"
[E3-04] "Sono sicuro che la vista della principessa calmerà i tuoi bollenti spiriti. Ora possiamo invocarla."
[E4-04] "Farà meglio a funzionare questa volta."
[E5-04] "Speravo nella tua venuta, mio valoroso salvatore."
[E6-04] "Non saltare subito alle conclusioni. Che ci guadagno io in tutto ciò?"
[E7-04] "Un uomo che va subito al sodo. Impressionante. Cosa guadagni salvandomi? Beh, avrai me, ricchezze oltre ogni immaginazione, il mio regno ai tuoi piedi, e me."
[E8-04] "Hai detto "me" due volte."
[E9-04] "Se vale la pena averlo, vale la pena ripeterlo."
[EA-04] "Giusto. Allora dimmi dove devo andare, o vuoi che rimaniamo qui a desiderarci l'un l'altro?"
[EB-04] "Non saltiamo subito alle conclusioni."
[EC-04] "Touché."
[ED-04] "C'è qualcosa che devi ottenere prima di potermi liberare."
[EE-04] "Di bene in meglio. E di cosa ho bisogno, oltre ad uno psichiatra?"
[EF-04] "Nella foresta intorno al Parco dell'Altipiano, c'è un Trow che possiede un liuto magico di cui avrai bisogno per salvarmi. Sono creature meschine e malefiche, ma dovresti riuscire a raggirarle senza problemi. Quando hai con te lo strumento, torna qui e ti darò altre istruzioni."
[F0-04] "Di che tipo? Vai e uccidi qualche dragone e rinchiudi un raggio di luna in un barattolo? Che ne dici? Lasciamo perdere tutto ciò. Se avessi voluto avere a che fare con un Trow, avrei sposato la figlia del contadino."
[F1-04] "Non puoi ingannarmi, Bardo, ho il potere di leggere i tuoi pensieri. Quello che stai immaginando in questo momento...pensa ad averlo almeno per tre volte al giorno, e poi ripensa alla tua scelta."
[F2-04] "Ebbene?"
[F3-04] "Dov'è questo parco, esattamente?"
[F4-04] "Il mio devoto servo te lo mostrerà. Buona fortuna, amico mio, e ritorna qui quando avrai ottenuto il liuto."
[F5-04] "Allora, a cosa stavi pensando?"
[F6-04] "Non sono affari tuoi."
[F7-04] "Aspetta... fammi indovinare. Non hai la chiave per questa porta, e per averla devo sconfiggere un mago in cima a qualche montagna. Giusto?"
[F8-04] "Santo cielo, ma dove le trovi certe idee? Ho la chiave proprio qui."
[F9-04] "C'è una prima volta per tutto. Chiaramente ora devo rovinare questo momento chiedendoti prima di tutto perchè queste porte sono chiuse."
[FA-04] "In passato questo era un magnifico parco dove la città intera si riuniva per giocare e condividere il cibo. Poi è stato invaso dai Kunal Trow, e così lo teniamo chiuso per il bene della città."
[FB-04] "I Kunal Trow sanno come rovinare un picnic."
[FC-04] "Se tu fossi un altro di quei prescelti, sembra che l'unica cosa per cui tu sia stato prescelto è essere il pranzo di qualcuno. Immagino che non ti dia fastidio se prendo in prestito questa armatura, anche se non sembra molto efficace contro i lupi."
[FD-04] "Bentornato. Hai trovato il liuto magico?"
[FE-04] "Non esattamente."
[FF-04] "Ritorna quando la tua risposta è si."
[00-05] "Iniziavo a pensare che non fossi sopravvissuto contro il Trow."
[01-05] "Quello che dovresti chiederti è se lui è sopravvissuto a me."
[02-05] "Hai il liuto?"
[03-05] "E ora, se non ti dispiace, sono pronto a ritirare il mio premio."
[04-05] "Benissimo. Lasciaci invocare la principessa."
[05-05] "Potreste veramente organizzare uno spettacolo da strada."
[06-05] "Lei impara in fretta."
[07-05] "Se restava qualche dubbio nel mio cuore sulle tue capacità di soddisfare i miei sogni, ora è svanito."
[08-05] "Tu soddisfa le mie tasche, e poi parleremo dei tuoi sogni."
[09-05] "Come desideri, mio prode guerriero."
[0A-05] "Te l'ho detto che impara in fretta."
[0B-05] "Presto saremo uniti, e ti mostrerò la mia gratitudine. Prima devi recarti alla vecchia torre a est di Kirkwall."
[0C-05] "No, no, no, ci sono già cascato una volta. Una torre, o LA torre?"
[0D-05] "I miei rapitori sono molto furbi: ci sono tre torri che racchiudono il mio destino. Secondo te perchè ho dovuto cercare un uomo con la tua intelligenza e forza? Presto saremo insieme, te lo prometto."
[0E-05] "Molto bene."
[0F-05] "Vai all'entrata della torre. Per entrare, devi suonare una melodia su quel liuto che hai trovato, qualsiasi melodia aprirà la porta. Da lì, potresti incontrare un pò di resistenza."
[10-05] "Di sicuro più di un po'!"
[11-05] "Quando arrivi in cima alla torre, devi sconfiggere il guardiano della torre. L'essenza vitale dei guardiani alimenta le fiamme che illuminano ogni torre. Una volta sconfitto, il guardiano perderà i suoi poteri. Con il guardiano sconfitto, io potrò raggiungere la sommità della torre con ulteriori istruzioni."
[12-05] "Sarà meglio che io ci guadagni presto qualcosa, perchè il tuo credito è già esaurito."
[13-05] "Credimi, quando sarò libera di fare quello che desidero, sarai più che soddisfatto."
[14-05] "Ne dubito fortemente."
[15-05] "Se solo sapessi quando desidero provarti il contrario. Per adesso addio, amore mio."
[16-05] "Mi dispiace, ma ti sei ovviamente sbagliato, questa non è la taverna locale. Quella si trova lungo questa strada."
[17-05] "Se stai cercando qualcosa da comprare, amico mio, troverai degli articoli a buon mercato nello spaccio alla fine della città."
[18-05] "Oh, buongiorno. Il mercante che fa la carità ai poveracci è la prossima porta."
[19-05] "Ah si, un pugnale. Che strano. Non offre molta protezione, ma dovrebbe essere adatto a te, suppongo. Potrei vendertelo per un'inezia, beh, forse non è proprio un'inezia per te."
[1A-05] "Suppongo che prima o poi questi oggetti debbano essere venduti. Non ti servirà a niente, ma uno compra quello che si può permettere."
[1B-05] "Ah, quello è un mazzafrusto, mio amico con bisogni economici. Semplice, poco elegante e di enorma potenza. Un articolo che potrebbe essere troppo caro per te, ma forse puoi farti prestare denaro dai tuoi amici. Se avessi degli amici, chiaramente."
[1C-05] "Buon acquisto. Sono contento di vedere che stai cercando di scalare la società. Cerca almeno di non colpirti da solo."
[1D-05] "Vedo che hai trovato lo spadone. Bellissimo, non trovi. Puoi ammirarlo... da lontano. E' una spada a due mani molto potente ed elegantemente decorata. Ma si sposa male con i tuoi vestiti, e peggio ancora con il tuo portafoglio, ne sono sicuro."
[1E-05] "Sono impressionato. Chi avrebbe mai immaginato che tu potessi permetterti qualcosa che non fosse in saldo."
[1F-05] "Il normale arco lungo è una scelta appopriata per uno con i tuoi mezzi. Ho paura che qualitativamente sia molto simile alla tua situazione finanziaria... gli manca qualcosa."
[20-05] "Una scelta azzeccata. Si, se io fossi povero farei la stessa scelta. Sto solo fantasticando, chiaramente."
[21-05] "Elegante, preciso, potente e quasi sicuramente fuori dalla portata di un uomo nella tua posizione. Comunque non costa niente sognarlo. Il costo è solo per averlo veramente."
[22-05] "Deve essere stato molto difficile spendere i risparmi della tua vita, ma se questo ti salva la tua vita, suppongo ne valga la pena... d'altra parte forse sto sopravvalutando la tua vita: quello è davvero un bell'arco."
[23-05] "Costruito con il legno del più vecchio albero delle foreste qui a Kirkwall, questo straordinario arco può penetrare facilmente quasi qualsiasi armatura. Ma sto sprecando il fiato, sono sicuro che non puoi permettertelo. E devi anche sapere che chi ruba paga con la vita, in questo villaggio."
[24-05] "Per favore, accetta le mie più sentite scuse. Avevo sentito parlare di nobili che si travestono da poveri furfanti per studiare i loro sottomessi da più vicino."
[25-05] "Questa armatura è fatta per te. E' un modello un pò superato, non è di prima qualità, e, beh, è discretamente brutta. Si, ti corrisponde perfettamente."
[26-05] "Buona scelta. Ora perchè non torni nella fogna da dove sei uscito per venire qui?"
[27-05] "Quest'armatura di cuoio chiodata potrebbe quasi farti sembrare bello. Costa chiaramente più di quello che ti puoi permettere, ma se la indossi, la gente ti prenderebbe un pò più sul serio."
[28-05] "Quella del prendere sul serio era solo una mia bugia. Continuo a pensare che tu sia solo una canaglia."
[29-05] "Questa cotta di maglia è la miglior armatura che i soldi possono comprare, ma sicuramente i tuoi non sono sufficienti. Comunque è più di quello che ti serve, a meno che la tua missione non sia salvare il mondo. E, sinceramente, questo articolo costa molto di più di quello che tu possiedi. Non credo neanche che tu sappia contare fino ad un numero così alto."
[2A-05] "Chiunque tu abbia derubato per avere questa somma di denaro deve essere parecchio arrabbiato. Buona fortuna."
[2B-05] "Oh, non sapevo di averne ancora di questi articoli.  Una piccola armatura di legno d'altri tempi. Ho provato anche ad usarle come legna da ardere, ma non sono state molto utili neanche in quel caso."
[2C-05] "Ammiro un uomo che realizza il valore della propria vita. Però mi dispiace un pò vederla andar via con il freddo alle porte."
[2D-05] "Questa armatura Targ è forse un pò troppo costosa per te : abbiamo anche dei modelli più economici."
[2E-05] "E' bello sapere che per te la vita ha un valore, al contrario di molti altri."
[2F-05] "Questo strumento è molto usato, un pò rovinato, e non è davvero bello da vedere. Forse potresti permettertelo. Normalmente non vendiamo oggetti di questo genere, e quindi sarò felice di sbarazzarmene... insieme a te."
[30-05] "Eccellente. Sta molto meglio addosso a te che nel mio negozio. Ora fuori dai piedi."
[31-05] "Benvenuto a Kirkwall. Che ne dici di offrirmi da bere... voglio dire, di fare una donazione?"
[33-05] "La vita era drammaticamente cambiata nel villaggio dalla sua ultima visita. Era come se le porte dell'inferno si fossero spalancate, lasciando al Bardo l'onere di trovare le chiavi per richiuderle ancora una volta."
[34-05] "Bodb, che diavolo è successo qui?"
[35-05] "Qualche idiota ha versato il sangue di un animale nell'anello di Nuckelavee. L'anello profanato ha permesso al Nuckelavee di risorgere per seminare morte e distruzione."
[36-05] "Idiota è un pò pesante come insulto."
[37-05] "Per me non è neanche sufficiente!"
[38-05] "D'accordo, non siamo d'accordo su questo punto."
[39-05] "Non hai capito! Il Nuckelavee è portatore di morte, quel cretino ci ha condannati tutti. Dobbiamo lasciare subito il villaggio, se vogliamo sopravviviere."
[3A-05] "Era esattamente quello che pensavo. Caleigh non ha detto qualcosa a proposito di un Passaggio fra le montagne, che porta alla Torre?"
[3B-05] "Oh, il Passaggio. E' impossibile attraversarlo in questo periodo dell'anno... fa troppo freddo. Possiamo però passare attraverso le vecchie cripte dei Vichinghi sotto le montagne, in ogni caso avremo bisogno di qualcosa dalle tombe."
[3C-05] "Cripte dei vichinghi? Non voglio sembrare pessimistico, ma non mi suona per niente piacevole."
[3D-05] "No, abbi fiducia... cosa potrebbe andare storto?"
[3E-05] "Bodb? Cerca di non morire prima di avermi detto la posizione della tomba, err... voglio dire, prima che io trovi qualcuno che ti aiuti."
[3F-05] "Il Passaggio è...è...blaaah."
[40-05] "Lo sapevo. Questo imbecille mi muore fra le braccia."
[41-05] "Non è una bella cosa da dire sul letto di morte di qualcuno."
[42-05] "Scusa."
[43-05] "Un pò di rispetto, sto cercando di aiutarti. Mi rimane così poco da vivere che non posso parlare molto, quindi non credo di chiedere troppo. Non sei d'accordo? Sono sicuro che chiunque comprenderebbe. Sono felice di vedere che hai capito. Ora, il passaggio è... blaaaah."
[44-05] "Ok, una scena abbastanza drammatica."
[45-05] "Aspetta, non sono ancora morto. Avvicinati."
[46-05] "Ho capito."
[47-05] "Quello che il povero defunto Bodb disse al Bardo rimase un mistero."
[48-05] "Mi ha chiesto di togliere il ginocchio dal suo petto."
[49-05] "Ah."
[4A-05] "Poi mi ha detto dov'è il passaggio. Io vado..."
[4B-05] "Allora, sei morto?"
[4C-05] "Quasi."
[4D-05] "Bhe, tranquillo ci riuscirai."
[4E-05] "Il Bardo si incamminò verso il passaggio fra le montagne, lasciando Bodb a una lenta e dolorosa agonia."
[4F-05] "Ce ne sono così tanti che nessuno noterà un Bodb in meno."
[36-06] "Ah, la birra scura. Una partenza effervescente, una retrogusto di quercia e un fresco finale con un sapore piccante che rimane in bocca. Scende liscia, ma brucia come l'inferno quando torna su."
[37-06] "La bevanda del Bugbear? E' arrivata proprio oggi, direttamente da Houton. Il birraio è un vecchio miserabile, lavorava qui, ma ho dovuto cacciarlo perchè continuava a palpeggiare le cameriere alle mie spalle."
[A3-0A] "La posizione di Finstown è ora visibile sulla Mappa del Mondo."
[CA-0A] "Guarda chi c'è, Sean, é il Bardo!"
[CB-0A] "Sei l'eroe di Finstown, Bardo!"
[CC-0A] "Certamente! Ti ricordi di Finstown, giusto? C'è una grossa ricompensa che ti aspetta."
[CD-0A] "Perdona mio fratello, certe volte è maleducato. Devi andare a Finstown, dove ti assicuro che non si dimenticheranno di darti la tua ricompensa. Non sai quanto desiderano rivederti."
[CE-0A] "Molto bene. Allora noi... li informeremo del tuo arrivo. Andiamo, fratello..."
[CF-0A] "Il Bardo? Non conosco nessun... oooh, il Bardo."
[D0-0A] "Ci riconosci? Non ti ricordi di Finstown?"
[D1-0A] "Non ci sei mai stato? Perchè tu..."
[D2-0A] "Lui?"
[D3-0A] "Davvero?"
[D4-0A] "Vi conosco, a voi due?"
[D5-0A] "Finstown, hai detto? Non ci sono mai stato prima d'ora."
[D6-0A] "Io?"
[D7-0A] "Ah, Finstown! Sicuro, sicuro... scusate, mi capita spesso di essere considerato un eroe."
[D8-0A] "Certo, ci andrò quando posso."
[DE-0A] "Campana Magica"
[B9-0C] "Idiota di un Bardo... Mi fa venire fino a qui... Nel mezzo della notte... Sotto questa maledetta pioggia..."
[BA-0C] "Già, ci hai fatto sprecare anche troppo tempo. Perchè non recluti qualche giovane orfano pieno di ideali per farlo? Sono abbastanza creduloni."
[BB-0C] "Ricca? Quanto ricca?"
[BC-0C] "La più infima porzione della sua ricchezza potrebbe permetterle di comprare Dounby un centinaio di volte."
[BD-0C] "Non male. E dite che in più è anche bella?"
[BE-0C] "La più bella del reame."
[BF-0C] "Mi stai tentando... però..."
[C0-0C] "Provamelo."
[C1-0C] "Se me lo permetti, dissiperò tutti i tuoi dubbi. Puoi parlare direttamente con la Principessa."
[C2-0C] "Com'è possibile? Se lei è bloccata in una torre..."
[C3-0C] "Ho i miei metodi, dalle solo una piccola occasione per parlare con te. Sa essere molto... persuasiva."
[C4-0C] "Mi aspetto di essere ricompensato per il tempo perso."
[C5-0C] "E lo sarai, amico mio... lo sarai."
[C6-0C] "Errr... Uhmm... provalo?"
[C7-0C] "Sì, provalo. Se è davvero ricca, allora mostrami dell'argento preso dai suoi forzieri. E se è così bella, fatemela vedere. Se non potete fare nessuna di queste due cose, vi saluto."
[C8-0C] "Aspetta! Posso mostrarti la principessa... darti una possibilità di vederla. Quanto al pagamento... questo basta?"
[C9-0C] "Può bastare... per adesso. Comunque ti avverto, se mi stai ingannando, la paghi."
[CA-0C] "Non ce n'è bisogno... seguimi. La principessa ti convincerà. Ne sono sicuro."
[CB-0C] "L'hai steso! Magnifico, Conner! Non sapevo che tu fossi così... virile. Dimentichiamo questo idiota e troviamoci un posto più tranquillo."
[CC-0C] "Spero che nessuno di importante mi abbia visto."
[CD-0C] "Eccolo lì, Conner! Ecco l'uomo che ha insultato il mio onore!"
[CE-0C] "Credo tu intenda dire bugie...questa è la cosa più buffa che abbia mai sentito..."
[CF-0C] "Non una parola di più!"
[D0-0C] "Sei pronto a pulire di nuovo i miei stivali con la tua faccia?"
[D1-0C] "Questa volta la paghi!"
[DA-0C] "Tutte le scorte sono esaurite, mi dispiace."
[DB-0C] "Torna qui quando hai del denaro con te!"
[DC-0C] "Come pensavo!"
[DD-0C] "Se hai bisogno di denaro, perchè non rubi dai pantaloni di qualche kunal trow?! E' certamente nel tuo stile."
[DE-0C] "Vendiamo solo le migliori armi da corpo a corpo, di sicuro troppo costose per te."
[DF-0C] "Archi? Non potresti neanche permetterti la corda."
[E0-0C] "Vuoi l'armatura? Lo sai che non facciamo credito, qui?"
[E1-0C] "C'è un negozio a Houton in cui forse ti puoi permettere qualcosa."
[F2-0C] "Che tu sia benedetto."
[F3-0C] "Sei stato generoso con le tue donazioni. Ho un dono per te."
[F4-0C] "Bentornato. Vuoi fare una donazione?"
[2F-0D] "La posizione della Torre della Foresta è ora visibile sulla Mappa del Mondo."
[30-0D] "La posizione del Passo fra le montagne è ora visibile sulla Mappa del Mondo."
[34-0D] "Tempio"
[3D-0D] "Lei non è la mia donna."
[42-0E] "Nel frattempo, di ritorno a Kirkwall, il Bardo stava per scoprire le conseguenze di uno dei suoi passati errori."
[80-0E] "Cosa sarà?"
[81-0E] "E oggi cosa vuoi?"
[82-0E] "Ah, questa è una birra scura davvero forte. Un gusto forte e ricco di malto con un tocco di luppolo. Scende che è un piacere e lascia un un po' di schiuma nel boccale."
[83-0E] "E' una birra? Un whisky? Un vino? Per dirti la verità non ne sono sicuro. Ma posso dirti che se ti senti fortunato, con questa non ti puoi sbagliare."
[87-0E] "Ritorna quando vuoi."
[88-0E] "Alla prossima."
[DC-0E] "Prima di rischiare la mia vita, ho una domanda... perchè avete tutti questi arti monchi?"
[DD-0E] "Oh, beh, un tempo tutti abbiamo provato a salvare la principessa, e questo è il risultato. Tu avrai sicuramente più fortuna di noi. Abbiamo inviato uno dei nostri fratelli, qualche giorno fa. Cercalo perchè di sicuro ti sarà d'aiuto... se è ancora vivo, s'intende."
[DE-0E] "Questo mi rassicura."
[DF-0E] "Buona fortuna!"
[E0-0E] "Sto cercando un uomo di nome Bodb. L'hai visto?"
[E1-0E] "Hahahahaha."
[E2-0E] "Bodb? Cerchi Bodb? Guardate, un altro Prescelto!"
[E3-0E] "Oh, si l'ho già "visto"."
[E4-0E] "Povero povero uomo."
[E5-0E] "Oh, ne troverai uno qui nei paraggi. Continua a cercare."
[E6-0E] "Ho davvero pietà per te. Buona fortuna."
[E7-0E] "Hahahahaha."
[4D-12] "Vattene!"
[4E-12] "Fuori dai piedi!"
[4F-12] "Pensi di poter colpirmi, ragazzo?"
[50-12] "Hahahahaha!"
[51-12] "Non riusciresti a colpire neanche una balena."
[52-12] "Troppo veloce per te?"
[53-12] "Il vecchio contadino era soprendentemente vivace per uno della sua età. O era il Bardo che non era capace?"
[5B-13] "Pensavo di avergli detto di non mandare più mezze calzette... Oh, d'accordo, seguimi."
[5C-13] "Dovremmo assicurarci che tu sia in forma per la sfida... Ma ci rinuncio! Seguimi."
[6E-14] "Il Bardo non sembrava aver capito che ridicolizzare Conner non avrebbe risolto il suo problema."
[6F-14] "Ti propongo una nuova strategia. Lascia che Conner vinca."
[75-14] "Il Bardo doveva trovare un modo per far felice la figlia del contadino senza essere direttamente coinvolto. La soluzione potrebbe essere nell'ex fidanzato?"
[78-14] "vecchio cavallo pazzo"
[B7-14] ""
[BE-14] ""
[D2-14] ""
[D3-14] ""
[D4-14] ""
[D5-14] ""
[DF-14] ""
[46-15] ""
[93-15] "Il Bardo era arrivato a Kirkwall alla ricerca di un uomo di nome Bodb. Mi permetto di ricordarglielo, nel caso, sicuramente improbabile, che se ne sia dimenticato."
[94-15] "Da qualche parte vicino alla fattoria del contadino Finn, il Bardo doveva cercare il cavallo con al collo la campana su cui desiderava ardentemente mettere le mani sopra."
[95-15] "A Kirkwall circolava la voce che Conner fosse solito frequentare il bar locale. Senza alcun dubbio, essere scaricati dalla figlia del contadino Finn avrebbe portato chiunque ad attaccarsi alla bottiglia."
