[01-00] "Here lies Erik the Viking, He fights in Valhalla now, Much to his liking."
[E7-0C] "Armor... It's very... Protected... Protective... Yeah."
[E8-0C] "Special Items... You know my parents keep telling me I'm special."
[F2-0C] "Blessings upon you."
[F3-0C] "You've been good with your donations. I've a gift for you."
[F4-0C] "Welcome back. Care to make a donation?"
[32-0D] "You collect our silvers, and the song is good for you, no?"
[33-0D] "Go find the little frog for my brother Jean, and we will give you your song."
[3B-0D] "Dood"
[3F-0D] "Even now you find ways to reach your servants. This new suitor of yours will fare no better than the others."
[40-0D] "Awaken Herne."
[41-0D] "Fionnaoch. Why do you disturb my vigil?"
[42-0D] "The woman has managed to send messages to her followers again. One of them approaches your tower hoping to free her."
[43-0D] "After all this time still she is strong."
[44-0D] "Deal with this intruder. I'm sending my men to aid you. I needn't remind you of the consequences should you fail."
[45-0D] "I will stop him."
[46-0D] "The brothers are assembling my Lord. We await your instructions."
[47-0D] "Take the men to Herne's tower, I've promised him our aid. Once you've done this, head to the mountains. If all else fails you must stop him there."
[48-0D] "It will be my pleasure master."
[49-0D] "As the Bard strove to complete his quest and rescue the Princess, the enemy grew ever more desperate to put an end to his efforts."
[4A-0D] "Lugh."
[4B-0D] "Herne has fallen."
[4C-0D] "I would disturb your vigil for no other reason."
[4D-0D] "I always thought he was soft. So this man that defeated Herne, he's coming to pay me a visit next?"
[4E-0D] "He's almost there now."
[4F-0D] "It's been a long time since I've had a challenge, this should be amusing."
[50-0D] "Do not underestimate this man Lugh. He is... formidable."
[51-0D] "As formidable as me? I doubt that."
[52-0D] "As unlikely as that possibility may be, I warn you once again to use caution. I'm sending some of my servants to aid you in case..."
[53-0D] "Don't insult me. I'll take care of this problem and I will do it without your aid. I'll speak to you again once he's dead."
[54-0D] "Insufferable man."
[55-0D] "Still, such men have their uses do they not Fionnaoch?"
[56-0D] "I was wondering when you'd regain consciousness. I was rather hoping I'd be spared your company for a while longer."
[57-0D] "You haven't changed much, you never did have anything resembling manners. My champion is going to free me Fionnaoch, I've finally found the right man."
[58-0D] "That remains to be seen."
[59-0D] "If he's too much for your men perhaps you should go see to him personally."
[5A-0D] "Silence."
[5B-0D] "Or can it be that you must maintain proximity to this prison you have me in? That you're using much of your own power to keep me locked away? Do you have enough power left to defeat the Bard when he reaches you? I wonder..."
[5C-0D] "Enough!"
[5D-0D] "I've more than enough power to deal with both of you \"princess\". See that you remember this."
[5E-0D] "What is this Bard of yours trying to accomplish woman? Why is he coming to my city? He can't hope to free you yet, the island tower still stands."
[5F-0D] "I'm sure I don't know what you're talking about \"lord\" Fionnaoch."
[60-0D] "He will fail Caleigh and when he does I will reinforce the strength of your bonds a thousand times over. You will never be free."
[61-0D] "With the Isle Tower close at hand the long journey of the Bard was drawing to a close. Leagues away and unbeknownst to our hero a somewhat familiar scene was being played out."
[62-0D] "At every turn he foils my plans! First Cathbad and then my Pet! What kind of a monster have you enlisted against me Caleigh? Who is this Bard? Where did you find him?"
[63-0D] "He's nobody Fionnaoch. A wanderer, a simple man enlisted in a noble cause, fighting to overthrow a tyrant. It's a familiar story isn't it?"
[64-0D] "Do not mock me. An average man you say? I think not. He leaves a trail of mayhem and destruction in his wake, no ordinary man could have struck down Herne and then Lugh. Still, you give me an interesting notion."
[65-0D] "Which is?"
[66-0D] "You'll find out when he's here. I begin to suspect that he might make it this far."
[67-0D] "Admitting defeat? That's unlike you."
[68-0D] "I admit only the possibility that he may reach this tower alive. Then of course he'll have me to deal with."
[69-0D] "Mannanan."
[6A-0D] "I sense change in the winds Fionnaoch. What is happening?"
[6B-0D] "Herne and Lugh have fallen. Only you and I stand between Caleigh and her freedom."
[6C-0D] "Then we must stand firm."
[6D-0D] "As you say. Mannanan, this man that approaches your tower, he is powerful."
[6E-0D] "A single man has undone both Herne and Lugh?"
[6F-0D] "Indeed he has. Much is riding on your ability to stop him."
[70-0D] "If I should fail, you will avenge me."
[71-0D] "I will."
[72-0D] "Is that an emotion other than anger I hear in your voice Fionnaoch?"
[73-0D] "You'd be surprised what the years can do to a man."
[80-0E] "So what'll it be?"
[81-0E] "What'll you be havin' today?"
[82-0E] "Ah this is one helluva stout. A strong rich malty flavor with a hint of hops. Goes down nice and creamy and leaves ya a bit o' foam in the mug to remember it by."
[83-0E] "Is it a beer? A whiskey? A wine? To tell you the truth I'm not sure. But I can tell you that if your feeling a bit o' luck you can't go wrong with this one."
[84-0E] "This stuff gives swill a bad name. Trust me ye'd be best to steer clear of it unless you fancy feeling like you got hit over the head with a caber."
[85-0E] "Bugbear's light? All the taste of a normal brew but with only half the calories. Watching your weight are you?"
[86-0E] "A wonderful vintage with a fine bouquet... ach who am I kidding. I'm only selling this stuff because the woman what brews it is errr... quite charming."
[87-0E] "Come again."
[88-0E] "We'll see you next time."
[AD-0E] "The Bard needed to take MacRath to Dounby where Dugan could hopefully unravel the mystery of his strange speech."
[B8-0E] "I could use a bit of silver. I'll enter your show."
[B9-0E] "I'm a professional, I've got no time for your little show."
[BA-0E] "Sorry, but we've a limit on the number of times you can win, try again next year."
[BB-0E] "Would you like to enter again? I'm sure you can do better this time."
[00-0F] "You collect our silvers, and the song is good for you, oui?"
[01-0F] "Go find the frog for my brother Jacques and we will give you your song."
[24-13] "Nuckelavee Song"
[2C-13] "The Bard knew that he had better keep his new companion alive, at least long enough to figure out what he was saying."
[2D-13] "Having failed to protect the incoherent man from his enemies, the Bard headed back to Dounby to see if Dugan could make sense of the current situation."
[2E-13] "Perhaps Dugan could unravel the mystery of the deceased gentleman who nobody could understand."
[47-13] "What are ya doing here Lad? Word around town is that you got out with yer skin intact. I was just about to sneak out myself, it's getting unpleasant round here."
[48-13] "This MacRath fellow that I was supposed to meet. What does he look like?"
[49-13] "Well, he's a large fellow, not a lot of hair on his head, fancies himself a bit of a snappy dresser."
[4A-13] "You forgot the part where nobody can understand what the bloody hell he's saying."
[4B-13] "Oh you've met him then. Sorry that part slipped my mind. Did you get the Axe?"
[4C-13] "No. There was a slight communication problem. And seeing as how he's dead I doubt that its going to get any better although you never can tell these days."
[4D-13] "Sad to hear it, he was an old friend. Still he was supposed to be keeping that axe for you safe in his dungeon. It'd be hard to get in through the front but there's a back entrance through the graveyard and I just so happen to have the key. Here you go."
[4E-13] "And you didn't give this to me in the first place because..."
[4F-13] "You shouldn't have needed it, how was I supposed to know you were going to go and get him killed, that wasn't part of the plan!"
[50-13] "Of course not. It never is. But once, just once it'd be nice if you people thought of these things ahead of time!"
[51-13] "Just you get the Axe and then head to the third Tower. Its on a small island just off the coast, you should be able to secure passage there quite easily."
[52-13] "Secure passage easily? Haven't we learned our bloody lesson! And how many undead hordes do you think I'll have to fight my way through to secure this easy passage?"
[53-13] "Why what have you heard? Nevermind, if you'll excuse me, I'm getting out of here before those Druids learn you've come back to town. I suggest you follow my lead."
[C0-13] "I'll tattle a tale that is terribly true,  started out as a rumor but suddenly grew.  And it deals with a man and a horse and a ring.  So settle on in and our song we shall sing.  It happened one day in a ring by a farm, something that tragically brought us much harm.  How could a place abundant with charm create such a beast with a spear for an arm?  On death and destruction is what you will get when he's coming for you in your kilt you will wet,  and he's big and he's strong and its quite plain to see that this is the tale of the Nuckelavee. Nuckelavee, Oh Nuckelavee your big and evil and heinous.  Who could it be who set you free?  He really must be an anus. Oh Nuckelavee its easy to see the terror you leave is raining on me.  The village is burned and the taverns are missed and the beer is all gone and the elders are pissed.  And if they ever should find the fool we'll hang him upside down by his tool,  and spin him around until he gets sick, Ooh!  Aah!  Oh that should do the trick, HEY! Nuckelavee, Oh Nuckelavee the terror you offer is high class. Who could he be who set you free? He really must be a dumb ass.  Nuckelavee, Oh Nuckelavee the horror you furnish is widespread. Who could it be who set you free? He really must be an ox head. Now everyone knows no blood should spill in the sacred ring by the farm on the hill and if this ever happens then death you should fear. He'll kick in your nuts and he'll serve them with beer. So one final thought before I depart and this my friend comes straight from the heart.  We'd all be fine if not for that bell and that horse killing wanker who opened up hell.  Nuckelavee, Oh Nuckelavee we cannot win we must admit. Who could it be who set you free?  He really must be a dim-wit.  Nuckelavee, Oh Nuckelavee are big and evil and heinous.  Who could it be who set you free?  He really must be an anus."
[76-14] "This portly fellow was difficult for anyone let alone the Bard to understand. The only course of action that our Hero could think of was to take him back to Dounby to see Dugan."
[B8-14] ""
[BC-14] ""
[BD-14] ""
[BE-14] ""
[BF-14] ""
[DB-14] "the crier"
[E1-14] "Oh, it's bad luck to be you.  A chosen one of many isn't new.  When you think you're full of luck in the bullocks you'll get struck.  Oh, it's bad luck to be you.  One would think that fame and glory could be bought.  When it comes to Chosen Ones there are a lot.  There seems to be too many.  I don't really think there's any.  A useless pile of bunk is what you've got.  Oh, it's bad luck to be you.  The prophecy is never coming true.  In a pickle you'll be stuck, like a chicken you will cluck.  Oh, It's bad luck to be you.  These silly boys aren't doing very well.  The Sheriff had to put them in a cell.  This isn't a reflection, that you're not in his collection.  You're better off just going straight to hell.  Oh, it's bad luck to be you.  Don't think for just a second it's not true.  When your life is run amuck you will see that you're the schmuck.  Oh, it's bad luck to be, really bad luck to be, nobody could disagree, it's a freakin' guarantee, it's bad luck to be you!  Diddly doo."
[25-15] ""
[98-15] "The Bard was looking to meet Dugan in a pub called the Aiken Drum. Of course this must have been the first time the Bard had ever had a problem locating a pub."
[03-16] "Press [7D-00] to jam with [3A-26]."
[93-16] ""
[9F-17] "Press [7D-00] to jam with [3A-26]."
