[01-00] "Qui Erik il Vichingo giace, a Valhalla ora combatte, così assai gli piace."
[16-09] "Devi scegliere adesso, amico mio, il tempo sta scadendo."
[17-09] "Ascolta il tuo cuore, amore. Liberami."
[18-09] "Il momento era giunto. Il Bardo fu costretto a scegliere, e sapeva che avrebbe fatto meglio a scegliere bene."
[19-09] "Se desiderassi chiedere il mio parere (mossa saggia da fare, dal momento che sono un eccellente giudice dell'animo umano) è evidente per me chi sia qui la vittima debole ed indifesa e chi l'aguzzino che desidera imprigionarla. Abbatti il vile mascalzone e salva la tua adorabile damigella, sono sicuro che la giusta condotta è questa."
[1A-09] "Già, a dir il vero, se guardo nel profondo del mio cuore, vedo una sola possibile conclusione logica."
[1B-09] "Quale, amore mio?"
[1C-09] "Mai fidarsi di una donna."
[1D-09] "Cosa?"
[1E-09] "Non è tipico? C'è sempre un rovescio della medaglia, no? Dammi i soldi... ara i campi... liberami dalla prigione magica così posso schiavizzare l'umanità! E ci sono cascato... di nuovo!"
[1F-09] "Succede anche ai migliori."
[20-09] "Ma io e te, eravamo destinati a..."
[21-09] "Oh, e dacci un taglio! Mi hai preso per i fondelli sin dall'inizio!"
[22-09] "Ed in modo principesco!"
[23-09] "Non più. Sai, un minuto prima questa bellissima donna appare in una nuvola di fumo e in un bagliore di luce, e un attimo dopo viene fuori che è una sorta di demone infernale! Perché non colgo mai i piccoli segnali? Beh, lascia che te lo dica, questa storia è chiusa!"
[24-09] "Non c'è niente che posso fare per farti cambiare idea?"
[25-09] "Non c'è proprio niente che puoi fare per farmi cambiare idea."
[26-09] "Nemmeno un bacio?"
[27-09] "Eh?"
[28-09] "Hai presente, un bacio. Un semplice bacio. E' l'unica maniera per mostrarti quello che realmente provo."
[29-09] "Oh, beh... uhh..."
[2A-09] "Attento, Bardo."
[2B-09] "E che diavolo...ho fatto tutta questa strada...insomma, un bacio non ha mai ucciso nessuno, no?"
[2C-09] "Stolto mortale, hai avuto la possibilità di regnare al mio fianco e di vivere per sempre, ma ora morirai....come quel cane che sei!"
[2D-09] "Ho provato ad avvertirti."
[2E-09] "Sbaglio o è ancora focosa?"
[2F-09] "Preparati a subire pene lancinanti che dureranno per l'eternità!"
[30-09] "Te l'ho già detto. La relazione è finita."
[31-09] "Devo dire che era uno spettacolo notevole."
[32-09] "Devi far vedere loro chi comanda, altrimenti ti calpestano!"
[33-09] "Ora che è morta, le cose torneranno alla normalità. Il grano crescerà e i morti rimarranno nei loro sepolcri. Hai quasi distrutto la vita così come la conosciamo ma ti sei redento."
[34-09] "Spiegami come si esce da questa dannata torre e chiudiamola lì."
[35-09] "Bene, amico mio, siamo di nuovo in affari."
[36-09] "La promessa d'amore e ricchezze, perduta. La quasi totale distruzione del mondo così come lo conosciamo. Morte, miseria e caos. Sotto il peso di tali prove, la maggior parte degli uomini subirebbe un cambiamento, alcuni per il meglio, altri per il peggio..."
[37-09] "Il cuore è solo un muscolo... nulla di più, nulla di meno."
[38-09] "Forse ti ho sottovalutato."
[39-09] "Coloro i quali siano abbastanza folli da ritenere che il cuore c'entri qualcosa con l'amore, qualsiasi maledetta cosa sia, vivono in un mondo di fantasia, amico mio."
[3A-09] "Ma ripensandoci, potrei aver avuto ragione."
[3B-09] "Il cuore semplicemente pompa sangue dove serve, e quello mi basta, se capite dove voglio arrivare..."
[3C-09] "Forse ho sempre avuto ragione."
[3D-09] "E dopo aver visto Caleigh e aver sentito la tua storia..."
[3E-09] "Cioè la verità..."
[3F-09] "Beh, devo ammettere di essere combattuto. Normalmente, in una situazione come questa, lancerei una monetina."
[40-09] "Ho giusto qui una moneta."
[41-09] "Ma, dal momento che lei è una figa e tu no, e visto che lei ha tutti i soldi di cui potrei mai aver bisogno, perché perdere altro tempo? Scusa, amico mio, ma la tua storia non sta in piedi. Lei avrebbe mille anni? Ma dai!"
[42-09] "Sapevo di poter contare su di te, amore mio."
[43-09] "Se quel tuo cuore pompasse un po' di sangue all'ALTRA tua testa, vedresti la catastrofica scelta che hai appena fatto."
[44-09] "Ma che, sei cieco? Guardala!"
[45-09] "Se scegli Caleigh, questa terra sarà condannata per sempre alle tenebre."
[46-09] "Io le cose migliori le faccio al buio."
[47-09] "Sei proprio un idiota. La tua stupidità si fermerà qui. Preparati a morire!"
[48-09] "Molto bene. Tieni duro principessa, tornerò in un minuto.... magari due."
[49-09] "Guardarti combattere.... mi ha fatto bollire il sangue. Ce l'hai fatta, mi hai liberato!"
[4A-09] "Ora basta con le parole, principessa."
[4B-09] "Prima dell'abbraccio, devo assumere le mie vere sembianze."
[4C-09] "Pensavo che succedesse solo dopo i primi dieci anni di matrimonio."
[4D-09] "Oh, ti piacerà."
[4E-09] "Oh merda! Il morto aveva ragione! Tu sei la Regina delle Tenebre!"
[4F-09] "Naturalmente, ma ha forse importanza?"
[50-09] "Come ci si sente ad essere al fianco della sovrana del regno dei morti?"
[51-09] "Tutte le donne con cui sono stato alla fin fine erano creature infernali. Adesso lo è letteralmente. Potrebbe essere divertente."
[52-09] "E così il Bardo ottenne ciò che il suo cuore aveva sempre desiderato, ovviamente a spese del resto del mondo. Così si conclude la novella del Bardo. Finalmente è finita, pensavo che non mi sarei mai più liberato di lui. Per piacere, non chiedetemi mai più di leggere daccapo questa stupida storia."
[53-09] "Va bene...ho scelto."
[54-09] "Bene, diavolo! Era ora."
[55-09] "Non eccitarti troppo, non ho scelto te."
[56-09] "Hai scelto Caleigh?"
[57-09] "Non ho nemmeno detto questo."
[58-09] "Dicci campione, chi scegli?"
[59-09] "Una scelta molto logica...me."
[5A-09] "Hai scelto te?"
[5B-09] "Precisamente."
[5C-09] "Cosa diavolo significa? Che razza di scelta è?"
[5D-09] "Per quanto mi riguarda...una scelta eccellente."
[5E-09] "Ma che ne sarà di noi?"
[5F-09] "Beh, guardiamo nella sfera di cristallo, che ne dite? Se combatto contro uno di voi, potrei morire. Se uccido uno di voi ed è quello sbagliato o finisco in un inferno qui sulla terra oppure mi imbarco in una relazione infernale...in tutti i sensi. Quindi combattere non è una valida opzione."
[60-09] "Anche se combattere può salvare la vita così come la conosciamo?"
[61-09] "Lascio a voi il dilemma. Nel frattempo...questi non-morti mi sembrano dei tipi a posto."
[62-09] "Questo è inaccettabile, miserabile sorcio. Mi libererai e mi libererai ORA!"
[63-09] "Io governerò questa terra e tu sarai al mio fianco!"
[64-09] "C'è uno sviluppo. Sono tentato...e stranamente eccitato...ma credo di preferire ancora l'uscita. Buona fortuna...e non dimenticate di scrivere!"
[65-09] "Torna indietro, sleale codardo, ed inchinati alla tua regina!"
[66-09] "Torna indietro, stupido imbecille, ed uccidi la tua regina!"
[67-09] "Voi due avete seri problemi di autocontrollo. Ve ne rendete conto, vero?"
[68-09] "Chi ha detto che i non-morti non sanno spassarsela?"
[69-09] "Allora...morite spesso qui?"
[6A-09] "E così il Bardo decise di imboccare la strada più breve e stretta (nota anche come \"scappatoia\") verso la taverna più vicina. Con la situazione della terra lungi dallo sfiorare la sua mente, che per inciso aveva spazio solo per monete e scollature, il Bardo si fece qualche bicchiere con i suoi nuovi amici, almeno finché...ma questa è un'altra storia."
[47-0B] "Hai ricevuto il Knocker"
[5D-0B] "Sì, penso che sia un buon consiglio...la ringrazio."
[5E-0B] "Sono arrivati da quella vecchia torre che sta in mezzo alla città più o meno una settimana fa, hanno reclamato un posto per il loro Lord Fionnaoch. Faresti meglio ad evitarli, se ci tieni alla salute."
[67-0B] "Donnan"
[68-0B] "Jean"
[69-0B] "Jacques"
[6A-0B] "Sceriffo Bryce"
[AE-0B] "Partecipa allo Show"
[AF-0B] "Esultanza modesta"
[B0-0B] "Esultanza moderata"
[B1-0B] "Esultanza potente"
[B2-0B] "Disappunto modesto"
[B3-0B] "Disappunto moderato"
[B4-0B] "Disappunto potente"
[BE-0B] "...ma il Bardo, per il Bardo le cose finirono com'erano iniziate."
[BF-0B] "Bene amici, siamo di nuovo in affari."
[C1-0B] "Sì, mio signore. Abbiamo tenuto sotto controllo i valichi del nord, come ci avevate comandato. Entrerà nella città presto."
[E2-0C] "Dood, è così che mi chiamo."
[E3-0C] "Niente di insolito qui."
[E4-0C] "Che seccatura."
[E5-0C] "Abbiamo tutti i generi di spade e...Umm, roba così."
[E6-0C] "Archi, eh?"
[E7-0C] "Un'armatura... è molto... protetta... protettiva... e già."
[E8-0C] "Oggetti Speciali... sai, i miei genitori mi dicono sempre che sono speciale."
[F2-0C] "Dio ti benedica."
[F3-0C] "Sei stato prodigo nelle tue donazioni. Ho un regalo per te."
[F4-0C] "Bentornato. Ti interessa fare una donazione?"
[32-0D] "Ritira le nostre monete e la melodia è bell'e pronta per te, va bene?"
[33-0D] "Vai a prendere il ranocchio per mio fratello Jean e la melodia sarà tua."
[3B-0D] "Dood"
[3F-0D] "Anche ora riesci a trovare delle maniere per contattare i tuoi servi. A questo tuo nuovo seguace non andrà meglio che agli altri."
[40-0D] "Svegliati, Herne!"
[41-0D] "Fionnaoch. Perché disturbi il mio sonno?"
[42-0D] "La donna è di nuovo riuscita a mandare messaggi ai suoi. Uno di loro si avvicina alla tua torre sperando di liberarla."
[43-0D] "Dopo tutto questo tempo ella è ancora così forte."
[44-0D] "Occupati dell'intruso. Ti manderò i miei uomini in aiuto. Non ho bisogno di ricordarti le conseguenze di un fallimento."
[45-0D] "Lo fermerò."
[46-0D] "I fratelli si stanno riunendo, mio signore. Attendiamo le vostre istruzioni."
[47-0D] "Porta gli uomini alla torre di Herne, gli ho promesso il nostro aiuto. Una volta che l'hai fatto, dirigiti alle montagne. Se tutto il resto va storto, dovrai bloccarlo lì."
[48-0D] "Sarà un piacere, maestro."
[49-0D] "Mentre il Bardo si sforzava di completare la sua missione e salvare la principessa, il nemico cercava sempre più disperatamente di porre fine ai suoi sforzi."
[4A-0D] "Lugh."
[4B-0D] "Herne è caduto."
[4C-0D] "Non disturberei il tuo sonno per nessun'altra ragione."
[4D-0D] "Ho sempre creduto che fosse un debole. Sicché quest'uomo ha sconfitto Herne e ora sta venendo a farmi una visita?"
[4E-0D] "Ormai è quasi arrivato."
[4F-0D] "E' da tempo che non ho una sfida degna, potrebbe rivelarsi divertente."
[50-0D] "Non sottovalutare quest'uomo Lugh. E'....formidabile."
[51-0D] "Formidabile quanto me? Ne dubito."
[52-0D] "Per quanto ciò possa essere improbabile, ti avverto ancora di prestare attenzione. Ti manderò alcuni dei miei servi per aiutarti, nel caso..."
[53-0D] "Non insultarmi. Mi prenderò cura del problema e lo farò senza il tuo aiuto. Ci risentiamo dopo la sua morte."
[54-0D] "Che uomo insopportabile."
[55-0D] "Eppure uomini così servono pur a qualcosa, vero Fionnaoch?"
[56-0D] "Mi chiedevo quando avresti ripreso conoscenza. Speravo di poter fare a meno della tua compagnia per un altro pò."
[57-0D] "Non sei cambiato molto, non hai mai mostrato qualcosa che rassomigliasse alla gentilezza. Il mio eroe mi libererà, Fionnaoch, ho finalmente trovato l'uomo giusto."
[58-0D] "Questo è tutto da vedere."
[59-0D] "Se per i tuoi uomini è troppo, forse dovresti occupartene di persona."
[5A-0D] "Silenzio."
[5B-0D] "O forse sei costretto a restare vicino alla mia prigionia? Ti è rimasto abbastanza potere per sconfiggere il Bardo quando ti raggiungerà? Mi domando se..."
[5C-0D] "Basta!"
[5D-0D] "Ho poteri sufficienti ad occuparmi di entrambi, \"principessa\". Faresti meglio a ricordartelo."
[5E-0D] "A cosa mira questo tuo Bardo, donna? Non può ancora sperare di liberarti, la torre dell'isola è ancora in piedi."
[5F-0D] "Non credo di capire di cosa tu stia parlando, \"lord\" Fionnaoch."
[60-0D] "Fallirà, Caleigh, e quando lo farà rinforzerò le tue catene mille volte di più. Non sarai mai libera."
[61-0D] "Con la Torre dell'Isola ormai a portata di mano, il lungo viaggio del Bardo stava per terminare. A leghe di distanza e all'insaputa del nostro eroe, una scena in un certo senso famigliare si stava svolgendo."
[62-0D] "Riesce sempre a eludere i miei piani! Prima Cathbad e poi il mio cucciolo! Quale mostro hai mai arruolato per combattermi, Caleigh? Chi è questo Bardo? Dove l'hai trovato?"
[63-0D] "Non è nessuno, Fionnaoch. Un vagabondo, un uomo semplice datosi ad una nobile causa, che combatte per rovesciare un tiranno. Una storia che dovrebbe suonarti famigliare, no?"
[64-0D] "Non prendermi in giro. Un uomo normale, dici? Lascia dietro di sè una scia di panico e distruzione, nessun uomo comune sarebbe stato in grado di abbattere Herne e poi Lugh. Eppure, mi hai dato un'informazione interessante."
[65-0D] "Ovvero?"
[66-0D] "Lo saprai quando sarà il tempo. Comincio a sospettare che potrebbe arrivare sin qui."
[67-0D] "Ammetti la sconfitta? Non è da te."
[68-0D] "Ammetto solo la possibilità che possa raggiungere questa torre, vivo. Poi naturalmente dovrà vedersela con me."
[69-0D] "Mannanan."
[6A-0D] "Percepisco che il vento soffia in un'altra direzione, Fionnaoch. Che succede?"
[6B-0D] "Herne e Lugh sono caduti. Rimaniamo solo io e te tra Caleigh e la sua libertà."
[6C-0D] "Allora dobbiamo fare appello alle nostre forze."
[6D-0D] "Come dici. Mannanan, quest'uomo che si avvicina alla tua torre...è potente."
[6E-0D] "Un solo uomo ha avuto la meglio di Herne e Lugh insieme?"
[6F-0D] "Ebbene sì. Confidiamo nella tua abilità per fermarlo."
[70-0D] "Se dovessi fallire, mi vendicherai."
[71-0D] "Lo farò."
[72-0D] "Sbaglio o sento nella tua voce un'emozione diversa dalla rabbia, Fionnaoch?"
[73-0D] "Ti sorprenderebbe cosa possano fare gli anni ad un uomo."
[80-0E] "Cosa vuoi?"
[81-0E] "Cosa prendi oggi?"
[82-0E] "Ah, questa sì che è roba potente. Un forte e ricco sapore di malto, con un pizzico di luppolo. Scende facile e cremoso, e ti lascia pure un po' di schiuma nel boccale, per ricordo."
[83-0E] "E' forse birra? O whiskey? O vino? Non ne sono sicuro, ma ti posso garantire che se ti senti fortunato con questo vai sul sicuro!"
[84-0E] "Questa roba rovina la reputazione del pastone per i maiali. Fidati, è meglio che giri al largo, a meno che tu non voglia sentirti come si ti avessero dato una mazzata in testa con un tronco."
[85-0E] "La light di Bugbear? Tutto il sapore di una normale cervogia, ma con la metà delle calorie. Badiamo alla linea, eh?"
[86-0E] "Un'annata meravigliosa con un bel bouquet...ah, ma chi voglio prendere in giro? Vendo questa roba solo perché la donna che la distilla è....parecchio attraente."
[87-0E] "Torna a trovarci."
[88-0E] "Ci vediamo la prossima volta."
[AD-0E] "Il Bardo doveva portare MacRath a Dounby, dove Dugan avrebbe magari potuto risolvere il mistero della sua strana parlata."
[B8-0E] "Un pò di denari mi farebbero comodo. Parteciperò allo spettacolo."
[B9-0E] "Sono un professionista, non ho tempo per il tuo spettacolino."
[BA-0E] "Spiacente, ma c'è un limite al numero di vittorie, riprova l'anno prossimo."
[BB-0E] "Vuoi partecipare di nuovo? Sono sicuro che farai di meglio stavolta."
[00-0F] "Rendici le nostre monete e la melodia è pronta per te, oui?"
[01-0F] "Vai a trovare la rana per mio fratello Jacques e ti daremo la tua melodia."
[24-13] "La canzone del Nuckelavee"
[2C-13] "Il Bardo sapeva che avrebbe fatto meglio a mantenere vivo il suo compagno, almeno quel tanto che bastasse a capire cosa stesse dicendo."
[2D-13] "Non essendo riuscito a proteggere lo sconnesso individuo dai suoi nemici, il Bardo si diresse nuovamente a Dounby, per capire se Dugan avrebbe potuto dare un senso alla situazione attuale."
[2E-13] "Forse Dugan poteva svelare il mistero del gentiluomo che nessuno riusciva a capire."
[47-13] "Che ci fai qui ragazzo? Si dice in città che ne sei uscito con la pelle intatta. Stavo per squagliarmela io stesso, la situazione si fa spiacevole."
[48-13] "Questo MacRath che dovevo incontrare, che aspetto ha?"
[49-13] "Beh, è uno un pò grosso, con pochi capelli in testa, e si crede un elegantone."
[4A-13] "Hai dimenticato la parte in cui nessuno riesce a capire che diavolo dica!"
[4B-13] "Oh, allora l'hai incontrato. Mi dispiace, quella parte mi dev'essere sfuggita. Hai preso l'Ascia?"
[4C-13] "No. C'è stato un piccolo problema di comunicazione. E dal momento che è morto dubito che si risolverà, anche se di questi tempi non si può mai dire."
[4D-13] "Questo mi dispiace, era un vecchio amico. In più avrebbe dovuto proteggere quell'ascia per te nella sua caverna. Sarebbe difficile entrarci dall'ingresso, ma c'è un'entrata posteriore che passa dal cimitero e guardacaso io ho la chiave. Eccola qui."
[4E-13] "E non me l'hai data dall'inizio perché..."
[4F-13] "Non avresti dovuto averne bisogno, come potevo supporre che te lo saresti fatto uccidere, non faceva parte del piano!"
[50-13] "Certo che no, quando mai. Ma per una volta, almeno per una volta, non sarebbe male se tutti voi pensaste a queste cose in anticipo!"
[51-13] "Tu pensa a prendere l'Ascia e poi vai verso la terza Torre. E' su una piccola isola poco al largo, dovresti essere in grado di assicurarti un passaggio abbastanza facilmente."
[52-13] "Facilmente? Allora non impariamo mai! Quante altre orde di non morti credi che dovrò ancora abbattere per assicurarmi \"facilmente\" questo passaggio?!?"
[53-13] "Perché, che ti hanno detto? Non importa, ora se permetti me ne vado prima che quei Druidi sappiano che sei tornato in città. Ti suggerisco di seguire il mio consiglio."
[C0-13] "Una storia terribile e vera io sbugiardo, cominciò come voce ma crebbe, o Bardo. Parla di un cavallo, un cerchio e un omone, mettiti comodo e ascolta la canzone. Accadde in una fattoria un lontano giorno cosa che tragico danno portò intorno. Come potè luogo siffatto, che di splendore brillava, crear una fiera che per braccio la lancia portava? Morte e distruzione di sicuro ti beccherai, quando ti verrà a cercare nel kilt te la farai, è grosso, è forte, e lo si può constatare, la storia del Nucklevaee stai per ascoltare. Nuclelavee, oh Nuckelavee: grosso, efferato e cattivone, chi mai ti ha liberato? Deve essere un vero coglione. Oh Nuckelavee, è palese da notare, nel terror che semini mi par d'annegare. Le taverne ci mancano nei villaggi bruciati, con la birra finita e gli anziani incazzati. Se mai quel deficiente catturato sarà, a testa in giù appeso per l'arnese finirà. Lo farem girare finché di stomaco dà, ooh! aah! Che bella idea questa qua, Ahe'! Nuckelavee, oh Nuckelavee, come il terror ch'offri non c'è niente, chi mai ti ha liberato? Deve essere un vero deficiente. Nuckelavee, oh Nuckelavee, l'orrore che emani è a raggio largo, chi mai ti ha liberato? Di sicuro ha il cervello in letargo. Il sangue mai scorrerà - e si è già detto - sulla collina, alla fattoria, nel cerchio benedetto. E se questo accadrà la morte t'inseguirà, le noci ti staccherà e con la birrà le servirà. Un'ultima cosa e poi le spalle ti dò, e questa mio amico nel cuore ce l'ho. Tutti col sorriso staremmo, non fosse per quella campanazza e per il segaiolo che l'inferno spalancò e i cavalli ammazza. Nuckelavee, oh Nuckelavee, la sconfitta ammettiam con riluttanza, chi mai ti ha liberato? Dev'esser proprio senza speranza. Nuckelavee, oh Nuckelavee: grosso, efferato e cattivone, chi mai ti ha liberato? Deve essere un vero coglione."
[76-14] "Chiunque avrebbe avuto difficoltà a comprendere questo tipo corpulento, figuriamoci il Bardo! L'unica azione alla quale il nostro eroe riuscisse pensare era quella di portarlo a Dounby da Dugan."
[B8-14] ""
[BC-14] ""
[BD-14] ""
[BE-14] ""
[BF-14] ""
[DB-14] "il banditore"
[E1-14] "Oh, ma che iella esser te, di prescelti già molti ce n'è. Pensi che la volta buona sia, ma d'intelligenza c'è la morìa. Oh, ma che iella esser te! Si può pensar che fama e gloria acquistar si possano. Di Prescelti ce ne son sempre un sacco. Sembra che le scelte sian tante, ma uno buono è ognor latitante. E di fessi ti riman l'inutil bivacco. Oh, ma che iella esser te! La profezia non s'avvera di certo con te. Nei pasticci puntual finirai, come un pollo chioccerai, oh, ma che iella esser te! Questi fessi non se la passano bene, nella prigion dello Sceriffo soffron le pene. Non è per riflessione che manchi alla collezione. Dritto all'inferno starai più che bene. Oh, ma che iella esser te! Di speranza poca ce n'è! Quando la vita tua senza controllo sarà, la fessaggine tua chiara ti si paleserà. Oh, ma che iella essere, che terribil iella essere, nessun può negarlo, non star lì a spiegarlo, che iella essere te! Diddly doo!!!!"
[25-15] ""
[98-15] "Il Bardo doveva incontrare Dugan in un pub chiamato Tamburo Aiken. Naturalmente questa doveva essere la prima volta che il Bardo aveva dei problemi a localizzare un pub."
[03-16] "Premi [7D-00] per duettare con [3A-26]."
[93-16] ""
[9F-17] "Premi [7D-00] per duettare con [3A-26]."
