[01-00] "Qui Erik il Vichingo giace, a Valhalla ora combatte, così assai gli piace."
[A2-01] "Sono io Ketill Swart."
[A3-01] "Che vadano all'inferno! Ketill sono io"
[A4-01] "Non capirai mai chi fra di noi dice la verità, quindi accontentati di aprire le porte muovendo quelle leve nell'ordine che ti dico."
[A5-01] "Non abbiamo tutto il giorno! Muovi quelle leve."
[A6-01] "Muovi quella là!!!!"
[A7-01] "No no no!"
[A8-01] "Muovi quella!"
[A9-01] "No, non quella!"
[AA-01] "Muovi quella!"
[AB-01] "No, non quella!"
[AC-01] "Si, quella!"
[AD-01] "No! Quella non serve a niente!"
[AE-01] "Ecco quella giusta!"
[AF-01] "Oh no! Non quella!"
[B0-01] "Non so perché tu abbia fatto questo, ma ti sono debitore."
[B1-01] "Ahhhhh, ma che ti prende! Ti abbiamo detto esattamente cosa fare! Vuoi che ti faccia un disegnino?"
[B2-01] "Visto che era facile?"
[B3-01] "Grandioso, sono rinchiuso in questo buco, e l'unica persona che può liberarmi è lo scemo del villaggio."
[B4-01] "Non ti sto chiedendo di risolvere l'enigma del secolo. Tutto muscoli e niente cervello. La vedova MacRary potrebbe darti un appuntamento dopo tutto."
[B5-01] "Per lei, soprattutto. Ora, questa volta cerca di ascoltare attentamente."
[B6-01] "No, non è lui! Sono io Ketill Swart!"
[B7-01] "Che importanza ha chi di noi sia Ketill? Liberaci tutti!"
[B8-01] "Ma noi abbiamo osservato attentamente e sappiamo l'ordine con cui muoverle."
[B9-01] "Apri la cella, razza di idiota, prima che muoia di vecchiaia!"
[BA-01] "Muovi quella!!!!"
[BB-01] "No no no. No!"
[BC-01] "Mmmmm, potrebbe essere quella!"
[BD-01] "Mmmmm, potrebbe essere quella!"
[BE-01] "No.... credo... prova la prima leva."
[BF-01] "Credo sia quella!"
[C0-01] "Uhhhh, credo sia quella giusta!"
[C1-01] "Uhhhh, non sembra quella giusta."
[C2-01] "Eccola!...oh no non è quella! Prova un'altra."
[C3-01] "Potrebbe essere quella!"
[C4-01] "Visto che era facile? Grazie, grazie."
[C5-01] "Diamine! Sono io Ketill Swart."
[C6-01] "Si, lo Sceriffo ha chiuso queste porte con una bizzarra combinazione di sei leve che si suppone sappia solo lui."
[C7-01] "Veloce! Ho un appuntamento con la vedova MacRary."
[C8-01] "Muovi quella!!!!"
[C9-01] "No no no!"
[CA-01] "No, non quella!!"
[CB-01] "Muovi quella!"
[CC-01] "Si, si.... Muovi quella!"
[CD-01] "Bah!"
[CE-01] "No, non è quella!"
[CF-01] "Ci sei quasi, muovila e liberaci!"
[D0-01] "No, l'ultima è la terza leva."
[D1-01] "Ci sei quasi, muovila e liberaci!"
[D2-01] "Un favore deve essere ricambiato; mi sdebiterò la prossima volta che ci vediamo!"
[D3-01] "Bravo cane!"
[D4-01] "A Neversdale, tra i folti cespugli - Con radici profonde e rami rigogli - Un tronco di legno avvizzito, rotondo ed elevato - Divide i rami dalla terra, quello per cui è nato. Perchè non è un cespuglio, dobbiamo confessare. E' qualcos'altro, ti lasciamo indovinare. E quando lo vedrai, quando saprai, Suona una canzone e libero sarai. Ti sarà data salute e salvezza, E, forse, un po' più di ricchezza."
[D5-01] "Ahi!"
[D6-01] "Ehi, mi fai male!"
[D7-01] "Ahhh!!! Non uccidermi! Non uccidermi!"
[D8-01] "Per favore, non uccidermi. Per favore! Mi dispiace. Non volevo fare male a nessuno. Oh, sto sanguinando. Mi hai rotto un braccio. Ah! Era un dente, quello!? Ho appena sputato un dente! Oh, non un altro dente!"
[D9-01] "Oh, guardami! Guardami! No! Non guardarmi! Oh diavolo, fai come ti pare! Non mi importa! Non sono un mostro! Sono solo un pover'uomo che ha solo un vecchio lenzuolo puzzolente per coprirsi e un secchio in testa! Fai pure! Rubami tutto l'argento! Non ne ho più bisogno! Lo stavo conservando per un appuntamento con la vedova MacRary, finchè non ha scoperto che vivo ancora con mia madre! Ora non vuole più parlarmi! E sai cos'altro!? Ho quarantadue anni e sono ancora vergine! Quanto sono patetico!? Ahhh, uccidimi e basta! Per favore! Non voglio più vivere!"
[DA-01] "Oh, lasciami in pace! Prendi il mio argento e vattene!"
[DB-01] "Sei solo patetico!"
[DC-01] "E così sei quell'idiota che infesta Houton con i suoi ratti e ragni fulminanti, eh?"
[DD-01] "Non hai ragione di rivolgerti a me con quel tono. Sono qui per riscuotere le tasse e mantenere la pace. Ho già abbastanza problemi con i Kunal Trow qui attorno; non ho bisogno di altri problemi con quelli come te."
[DE-01] "Perfetto. Il mio compito è mantenere la pace, riscuotere le tasse, e respingere gli attacchi dei Kunal Trow. Rispetta le leggi, e puoi rimanere qui a Houton per tutto il tempo che vuoi. Non rispettarle, e ti ritrovi in gattabuia."
[DF-01] "Allora sei tu, quell'idiota che infesta Houton con i suoi ratti e i suoi ragni fatti di fulmini!"
[E0-01] "Zitto! Ketill Swart è una canaglia, è un ladro che solo dopo sei mesi sono riuscito a catturare. E ora che tu l'hai liberato, scommetto che si è andato a nascondere nella foresta di Neversdale!"
[E1-01] "Allora esci da questa città e vedi di non ritornare senza quel furfante, o non sarai più il benvenuto qui a Houton! E sbrigati!"
[E2-01] "Che il diavolo ti porti! Una cosa è spaventare le vedove e uccidere i ratti, un'altra è far evadere quel sudicio ladro di polli di Ketill Swart!"
[E3-01] "Beh ragazzo mio, è andato a nascondersi nella foresta di Neversdale, e sei tu quello che lo deve inseguire."
[E4-01] "Allora esci da questa città e riportalo qui da me. Ma non tornare senza di lui."
[E5-01] "Ti ho detto di riportarmi qui Ketill! Ora muovi il culo e vai a prenderlo!"
[E6-01] "Allora, porco! Felice di rivedermi? Prova a scappare di nuovo e diventi cibo per gli uomini pesce."
[E7-01] "Ricompensa? Ritieniti fortunato di non finire in gattabuia."
[E8-01] "Cosa? Ancora tu! Sei buono solo ad uccidere i ratti, razza di ladro."
[E9-01] "Sai, se continui a vagare qui intorno, molto presto rimmarai qui...Per sempre! Ora levati dai piedi!"
[EA-01] "Bene bene, guarda chi si rivede."
[EB-01] "Benvenuto alla Chiesa di Houton, giovanotto. Potremmo imporre le mani per guarirti e benedirti, nel caso tu sia propenso a fare una piccola donazione."
[EC-01] "Una donazione, figliolo?"
[BD-02] "Non preoccupatevi, sceriffo. Non mordono. Non troppo almeno."
[BE-02] "Quello che mi interessa sono solo argento e canzoni, e non ho nessuna intenzione di violare la legge per averle."
[BF-02] "Ascoltate, sceriffo..."
[C0-02] "C'è qualche probl...?"
[EA-02] "Interessante"
[32-05] "Vedo che sei andato a caccia. Beh, se ti piace cacciare, passa dalle mie parti uno di questi giorni. Possiedo alcuni terreni pieni di selvaggina. Vieni pure quando vuoi, ti indico la posizione sulla tua mappa."
[1A-07] "AAAAAAHHHHHHHHHH!!!!!"
[FB-09] ""
[06-0A] "AAAAHHHHHHHHAHHAHHH"
[0E-0A] "Cosa stai facendo! Fermati subito! Perchè stai rompendo le mie botti?"
[0F-0A] "Beh, non posso lasciarti rompere queste botti, non le ho ancora vendute. Ma potrei offrirti un incentivo per farti seguire il tuo hobby da qualche altra parte."
[10-0A] "Se quello è il tuo tono, allora levati dai piedi! Torna qui quando sei disposto a parlare."
[11-0A] "Più tu rompi botti, più la gente deve comprarne di nuove. Le mie, magari. Tu segui il tuo hobby, e io ti pago una ricompensa per ogni botte distrutta."
[12-0A] "Nessun trucco, continua semplicemente a sfasciare botti e io inizierò a mettere da parte dell'argento per ogni nuova botte che vendo per sostituire quelle che hai rotto. Torna qui quando vuoi e vedrai che manterrò la mia promessa."
[13-0A] "Bhe invece si, ho lavorato tutto il giorno per farle. Non mi interessa se le spacchi dopo che le ho vendute, ma non distruggere la mia roba finchè è mia!"
[14-0A] "Ma che bifolco! Torna quando sei in vena di essere più civile e ne riparliamo."
[15-0A] "Per me va bene, tu continui a sfasciare botti e io inizierò a mettere da parte dell'argento per ogni nuova botte che vendo per sostituire quelle che hai distrutto. Torna qui quando vuoi e vedrai che manterrò la promessa e ti pagherò la tua parte."
[16-0A] "Senti, se non intendi rompere botti per me, è inutile che torni qui a parlarmi. Levati dai piedi e vai a guadagnarti da vivere!"
[17-0A] "Non ci sai proprio fare, eh? Oh beh, qui c'è la tua parte."
[18-0A] "I guadagni aumentano, e sono sicuro che è grazie a te. Tieni!"
[19-0A] "Gli affari vannno talmente bene che sto per aprire un altro negozio a Dounby! Grazie a te sarò l'uomo più ricco della città! E' stato un piacere fare affari con te! A presto, spero!"
[1A-0A] "Cosa fai ancora qui? Mi devi dei soldi per le botti che hai rotto! Se sei disposto a parlare possiamo discutere di un modo per ripagarmi."
[1B-0A] "Se vuoi recuperare i tuoi soldi, vai a distruggere le botti che ho già venduto. Io metterò da parte dell'argento per ogni nuova botte che vendo per sostituire quelle che hai distrutto. Se le vendite decollano, possiamo guadagnarci entrambi."
[1C-0A] "Spero con tutto il cuore che la nostra collaborazione sia lunga e proficua! A presto."
[1D-0A] "Scusa, ma rompere botti è uno dei miei hobby."
[1E-0A] "Non ho bisogno di nessun incentivo, rompere botti è una delle cose che più mi divertono. Quindi allontanati prima che mi dimentichi delle botti ed inizi con te."
[1F-0A] "Incentivo? Ora parli la mia stessa lingua! Cosa hai in mente?"
[20-0A] "Sembra troppo facile, dov'è il trucco?"
[21-0A] "Beh, non so se crederti o meno, ma dato che ho intenzione di sfasciare botti in ogni caso, non importa come lo faccio. Affare fatto!"
[22-0A] "Non sapevo che appartenessero a qualcuno."
[23-0A] "Non so proprio come dirtelo, ma non sai proprio farle, le botti. Un colpo e si rompono in mille pezzi. Ma che razza di artigiano sei?"
[24-0A] "Va bene, per ora queste le lascio in pace, ma se vedo una botte da qualche altra parte, sarò obbligato a distruggerla."
[25-0A] "Lo vedremo, vecchio. Ma se torno qui, stai sicuro che sarai il primo a cui farò visita."
[26-0A] "Non sono dell'umore adatto per parlare con un artigiano incompetente come te."
[27-0A] "Oh, va bene... Sono tutt'orecchi."
[28-0A] "Mi piace come la pensi, vecchio. Sono gli affari loschi come i tuoi che hanno reso grandi queste terre. Sarò felice di aiutarti per quanto posso."
[29-0A] "Sicuro, quando si parla d'argento, sono tutti miei amici..."
[37-0A] "Chi è lei? E' bellissima. Prendo l'amuleto, vecchio. Cosa mi dicevi a proposito di quel trow?"
[38-0A] "Questo lo vedremo. Allora, sputa il rospo, cosa vuoi da me?"
[39-0A] "Lo sapevo. Che cosa vuoi? Qualcosa di pericoloso, non ne dubito..."
[3A-0A] "Ah hah, lo sapevo che era qualcosa del genere. Nessun accordo, ma seguirò il tuo consiglio e cercherò quel trow. Oh, e prendo anche quell'amuleto è ancora possibile...."
[3B-0A] "Questo amuleto è stato creato da una potente maga: puoi invocare il suo spirito per guarire le tue ferite durante il combattimento. Avrai bisogno però di alcune pietre mistiche per usarlo, e se vuoi puoi usare più pietre per moltiplicare l'effetto. Tieni, ragazzo, provalo."
[3C-0A] "Mi ferisci, ragazzo."
[3D-0A] "Ti stai sbagliando! Ascolta, ragazzo... oh ok, è vero... ho bisogno di un favore..."
[3E-0A] "No no, niente di tutto ciò. Vedi, io appartengo ad un antico ordine, che ha attraversato in lungo e in largo queste terre per anni, cercando uomini proprio come te per..."
[3F-0A] "Ma certo, ragazzo, ma certo. Ecco a te e non dimenticarti, il trow è nella foresta di Fairyhaunt, e il suo nome è Bannafeet."
[40-0A] "Lo troverai nella foresta di Fairyhaunt... Bannafeet è il suo nome. Può insegnarti abbastanza magia da impressionare qualsiasi donzella."
[41-0A] "Uccidimi, Bardo, e non imparerai mai la magia che brami. Non ti piacerebbe avere i miei stessi poteri?"
[42-0A] "Lo sceriffo Rucky ha una prigione nella foresta. In questa prigione c'è un prigioniero di nome Ketill Swart. Liberalo e avrai la tua melodia. La buona notizia è che non ci sono sentinelle di guardia. La brutta notizia è che queste guardie hanno lasciato le loro postazioni per evitare una tribù dei Kunal Trow che si è appropriata della prigione. Una volta che hai superato le loro pattuglie, dovrai dire "fiddlesnarf" davanti alla porta per entrare. Quando l'hai liberato, torna qui e ti insegnerò la magia. D'accordo?"
[43-0A] "Che ci fai ancora qui, con Ketill ancora in prigione!? Levati dai piedi!"
[44-0A] "Oh, grazie! Avevo scommesso con lo sceriffo Rucky che Ketill non sarebbe stato in prigione per più di un giorno. Ho mandato i Kunal Trow per liberarlo ma hanno deciso di appropriarsi della prigione. Ero sicuro di perdere, ma ora grazie a te ho vinto la scommessa! Un affare è un affare, quindi ecco la tua melodia."
[45-0A] "HA HA HO HO HA HA HA  HO."
[46-0A] "Divertente, davvero divertente! Lascia che ti ringrazi gettandoti in un buco... profondo sei piedi!"
[47-0A] "Ti insegno io un po' di rispetto."
[48-0A] "Ti ascolto. Per adesso."
[49-0A] "No, non proprio, ma è un buon inizio. Non ho voglia di rincorrerti per la foresta, e quindi farò quello che mi chiedi... ma farai meglio a tenere fede all'accordo o ti farò rimpiangere di non averlo fatto."
[4A-0A] "Quando ti ho detto di liberare Ketill, non era questo ciò che intendevo!"
[4B-0A] "Beh, è il tuo modo di vedere le cose, credo. Sei sicuro di non avere del sangue Trow? A vederti, potremmo anche essere parenti."
[4C-0A] "Tecnicamente non è più in prigione. Ho fatto quel che volevi... dal mio punto di vista."
[65-0A] "Quello che cerco è sul fondo di un pozzo, eh? Bannafeet pagherà per essersi preso gioco di me!"
[67-0A] "Vedo che hai imparato un po' di magia dall'ultima volta. Se vuoi ancora più potere, allora dovresti fare un salto dal mio fratello Bodb a Kirkwall."
[68-0A] "Oh no, vedi, non è veramente mio fratello, ma un membro del mio ordine."
[69-0A] "Ragazzo, vedo che quello che ti ho insegnato ti ha solo fatto del bene."
[6A-0A] "Se vai a Kirkwall, cerca Bodb. Non ho altro da aggiungere, buona fortuna, ragazzo."
[6B-0A] "Si, si, si... certo... E' solo una coincidenza, ne sono certo."
[6C-0A] "Tuo fratello, eh? E' come te?"
[6D-0A] "Certo che lo è."
[6E-0A] "Ecco quello che mi preoccupa."
[79-0A] "Mmmm, forse non dovremmo peggiorare le cose."
[7A-0A] "Dannazione! Beh, Bannafeet dovrà ammettere che ora Ketill non è più in prigione."
[7B-0A] "Allora... Per quella melodia magica che mi devi..."
[7C-0A] "Melodia magica!!? Hai ucciso il mio amico Ketill, preso il bottino dal suo nascondiglio, e hai il coraggio di tornare qui per chiedermi quella melodia. Sei SICURO di non essere un mezzo-Trow?"
[7D-0A] "Il bottino nel nascondiglio? Quale nascondiglio? Nessuno mi ha parlato di un nascondiglio!"
[7E-0A] "Non hai... oh... non importa... beh devo proprio scappare. So che ti devo una melodia, ti prometto di dartela la prossima volta che ci vediamo. Sono troppo distrutto per la perdita del mio amico Ketill. Sono sicuro che il suo tesoro... voglio dire il suo nascondiglio ha bisogno di qualcuno che gli badi. Devo proprio andare..."
[7F-0A] "Ehi! Dannazione, odio i Trow. Beh, dal momento che non posso seguirlo, farò meglio a trovare il nascondiglio di Ketill, e di corsa."
[A1-0A] "La posizione di Kirkwall è ora visibile sulla Mappa del Mondo."
[A2-0A] "La posizione di Neversdale è ora visibile sulla Mappa del Mondo."
[A4-0A] "Bene, guarda chi c'è. Ti stavo aspettando..."
[AB-0A] "Perchè sei l'eroe di Houton, Bardo! Hai scacciato i Kunal Trow che avevano invaso la foresta e hai anche ucciso quella canaglia di Ketill Swart!"
[AC-0A] "Ricompensa? Quella è per me. Sono contento che Ketill sia morto, ma devo ancora pagare quel maledetto trow per quella scommessa. Si dice comunque che quel Ketill avesse rubato una grossa somma di denaro, magari puoi cercarla e tenerla per te. Il suo nascondiglio è nella foresta di Neversdale, un posto pericoloso, senza dubbio, ma non dovrebbe essere un problema per quelli come te."
[AD-0A] "Ehm... naturalmente lo sono. Qualcuno deve pur liberare la buona gente di Houton dal male. Ora...parlando della mia ricompensa..."
[AE-0A] "Ora parliamo della ricompensa..."
[AF-0A] "Ricompensa? Sei fortunato che non ti butto in gattabuia."
[B0-0A] "Questo è parlare, sceriffo!"
[B1-0A] "Tappati la bocca!"
[B2-0A] "Allora niente ricompensa?"
[B3-0A] "Levati dai piedi!"
[B4-0A] "Ultimamente non ci sono problemi qui intorno, e sei tu quello che dobbiamo ringraziare!"
[C9-0A] "Mappa del tesoro"
[EB-0A] "Tutti i prezzi sono indicati sugli articoli. Nessun risarcimento né scambio."
[EC-0A] "Bentornato. Che posso fare per te?"
[50-0B] "Il giorno dopo..."
[76-0B] "Prima che tu scenda per affrontare quel ratto gigante, voglio essere sicuro che tu sappia quello che fai. Posso insegnarti due o tre trucchetti che ti possono tornare utili per affrontare al meglio qualsiasi nemico che ti si pari davanti?"
[79-0B] "Hai già provato di saperti muovere e attaccare con la tua arma. Ora parliamo un po' del salto."
[7A-0B] "Premi [7C-00]"
[7B-0B] "Premi [7E-00]"
[7C-0B] "Premi [7D-00]"
[7D-0B] "Premi [7B-00]"
[7E-0B] "Premi Y"
[7F-0B] "Premi A"
[80-0B] "Premi B"
[81-0B] "Bel lavoro, ragazzo! Sai già come attaccare, ora parliamo della difesa."
[82-0B] "Perfetto, ragazzo. Avrai notato che invece di tenere solo premuto il tasto, devi sincronizzare la tua difesa con l'attacco del nemico."
[83-0B] "Ora, ragazzino, vediamo come puoi usare quel tuo liuto per fare qualche magia."
[84-0B] "Per poter suonare il tuo liuto, prima lo devi equipaggiare."
[85-0B] "Tieni premuto L1"
[86-0B] "Premi L1"
[87-0B] "Tieni premuto L2"
[88-0B] "Premi L2"
[89-0B] "Tieni premuto R1"
[8A-0B] "Premi R1"
[8B-0B] "Tieni premuto R2"
[8C-0B] "Premi R2"
[8D-0B] "Premi il pad di sinistra"
[8E-0B] "Premi il pad di destra"
[8F-0B] "Noterai diverse opzioni... ma dal momento che hai solo un liuto, seleziona quello per ora."
[90-0B] "Ora hai equipaggiato il tuo liuto."
[91-0B] "Vedrai diverse opzioni, ognuna di queste corrisponde a un differente tipo di bestia che puoi evocare. Per ora evochiamo quel ragno di cui ti parlavo."
[92-0B] "Quello apre il menu che mostra le tue bestie elementari. Hai una sola opzione per ora, selezionala."
[93-0B] "Questa parte è importante, apri le orecchie. Le creature che invochi non sono completamente sotto il tuo controllo, ma cercheranno di fare del loro meglio per seguire i tuoi ordini. Prova a dare loro ordini usando le frecce direzionali. Per esempio, premi "su" per rendere il tuo piccolo amico più aggressivo."
[94-0B] "Bene, hai capito come funziona ora, ragazzo? Puoi provare le altre frecce direzionali per sviluppare le tue strategie. Talvolta potresti voler sbarazzarti della creatura che hai invocato..."
[95-0B] "Ritorna nello stesso menu che hai usato per invocarlo e selezionalo di nuovo. Così puoi liberarti di una creatura non voluta."
[96-0B] "Buona fortuna contro quel Ratto, ragazzo!"
[97-0B] "So quel che faccio, vecchio, non ho bisogno di aiuto da quelli come te!"
[98-0B] "Credo che me ne pentirò... ma ti ascolto, vecchio."
[99-0B] "Ma certo che so come muovermi... e anche come saltare!"
[9A-0B] "Cosa? Ma di che diavolo stai parlando? Quale "tasto"? Sei completamente pazzo, vero? Lo sai, mi ricordi un tipo che conoscevo... non smetteva mai di parlare con un topo!"
[9B-0B] "Ecco... ho saltato, non è stupefacente?"
[9C-0B] "Visto? Sto parando dei colpi invisibili. Spero apprezzerai i miei sforzi con il loro giusto valore e con la giusta ricompensa."
[9D-0B] "E' chiaro che devo sincronizzarmi... Altrimenti come potrei parare qualcosa?"
[9E-0B] "Cosa? Il mio nome non ti dice niente? Il Bardo? Non mi hai visto invocare quel ratto qualche istante fa?"
[9F-0B] "Non stai ascoltando una parola di quello che dico, eh?"
[A0-0B] "Bene, almeno questo sembra utile."
[A1-0B] "Grandioso... e funziona anche su di te?"
[A2-0B] "In futuro dovrò imparare ad evitare questi tipi vecchi e misteriosi."
[B1-0C] ""
[B2-0C] ""
[F2-0C] "Che tu sia benedetto."
[F3-0C] "Sei stato buono con le tue donazioni. Ho un dono per te."
[F4-0C] "Bentornato. Vuoi fare una donazione?"
[6F-0E] "Bentornato. Che posso fare per te?"
[70-0E] "Hai davvero un buon occhio. Quello è il miglior vino della mia casa. Il mio defunto marito l'adorava. Credo che avesse un bicchiere colmo in mano anche quando è morto."
[71-0E] "Questa roba viene da Kirkwall, ho sentito che il tale che fa questa bevanda è una sorta di eroe. Dopo aver perso qualche arto è tornato a ubriacarsi, dato che non poteva più combattere."
[72-0E] "Quella è una bevanda davvero forte. La importiamo dal bizzarro villaggio di Stromness, sulla costa ovest. Ho sentito che in questo periodo dell'anno è incantevole, dovresti visitarlo."
[73-0E] "Sciroppo di porco? Beh, quando non ci sono soldi, si beve quello che c'è. Ma pensavo che tu avessi un po' più di classe."
[74-0E] "Spero di rivederti."
[75-0E] "E' stato un piacere servirti."
[76-0E] "Spero ti sia piaciuto."
[AF-0E] "Il Bardo, dopo aver ucciso un lupo apparso all'improvviso, scoprì che aveva ingurgitato non solo una piccola somma di argento, ma anche i più svariati oggetti... Un attimo, ho letto bene? Qui deve esserci un errore."
[B0-0E] "Non ti sorprendere. Trovo di tutto in queste bestiacce. Ti ho mai raccontato di quando ho ucciso un ratto che aveva addirittura un forziere intero nella pancia e..."
[B1-0E] "Beh, credo che salterò questi passaggi in futuro."
[B2-0E] "Cosa?! Guarda che sono la mia migliore fonte di guadagno! (Inutile, buono a nulla......)"
[B3-0E] "*Ahem* E così il Bardo proseguì il suo viaggio..."
[42-12] "Per mostrarti la mia buona volontà ho addirittura aperto una scorciatoia verso la città per te, è proprio là."
[45-12] "... Per usare quell'artefatto, tieni premuto R2, quindi il tasto appropriato."
[46-12] "... Per usare quell'artefatto, premi R2 e quindi il tasto appropriato."
[47-12] "... Per usare quell'artefatto, premi R1 e quindi il tasto appropriato."
[48-12] "... Per usare quell'artefatto, tieni premuto R1, quindi premi il tasto appropriato."
[55-12] "E fu allora che il Bardo saccheggiò lo scrigno della vedova, che conteneva le sue più preziose... Aspetta un attimo... Ho letto bene? Gliele stai rubando?"
[56-12] "Non lo chiamerei esattamente "rubare"... La gente lascia ogni genere di cose negli scrigni e nessuno ha mai avuto niente da obbiettare quando le raccolgo. Vedilo come un servizio pubblico, chissà come potrebbero diventare disordinati questi scrigni se non dessi una mano io nel ripulirli!"
[57-12] "Adesso che ci penso, sono sorpreso che il Bardo non abbia ancora messo le mani anche sugli altri "gioielli" che la vedova possiede."
[62-12] "Mmmm... Fammi pensare... no."
[63-12] "Salute a te, viaggiatore... Potrei proporvi una delle mie magnifiche botti? Ho una grande varietà di modelli, tutti esposti davanti al mio negozio."
[81-12] "Premi il pulsante nero."
[04-13] "Questa foresta è ideale per la caccia, brulica di selvaggina! Se non hai un arco faresti meglio a trovartene uno e provare a cacciare."
[06-13] "Prima leva"
[07-13] "Seconda leva"
[08-13] "Terza leva"
[25-13] "Cacciatore"
[82-13] "Premi [7D-00] per selezionare questo oggetto: [02-26]"
[83-13] "Salta il Tutorial"
[84-13] "Continua il Tutorial"
[85-13] "Il Bardo era tentato di lasciar perdere il vecchio e le sue spiegazioni, ma sapeva che morte sicura lo attendeva se si fosse lanciato nello sconosciuto antro senza spiegazioni."
[86-13] "Voltati e ascolta il vecchio."
[6D-14] "Il Bardo usò le sue nuove abilità magiche per sconfiggere il Ratto Gigante. O almeno è questo quello che avrebbe dovuto fare..."
[73-14] "A quanto pare era tradizione del luogo da cui proveniva il Bardo l'entrare nelle case di completi sconosciuti senza essere invitati."
[74-14] "Il Bardo emerse dalla Prigione per scoprire con sgomento che Ketill era scappato."
[7A-14] "Questa parte è importante, quindi apri le orecchie. Le creature che invochi non sono sotto il tuo completo controllo, ma cercheranno di fare il loro meglio per seguire i tuoi ordini. Cerca di dare loro ordini usando i tasti direzionali. Per esempio, premi "su" per rendere il tuo piccolo amico più aggressivo."
[7B-14] "Bene, hai capito come funziona ora, ragazzo? Puoi provare gli altri Tasti Direzionali per sviluppare le tue strategie. Ora, talvolta potresti voler sbarazzarti della creatura che hai invocato."
[7F-14] "leva 1"
[80-14] "leva 2"
[81-14] "leva 3"
[82-14] "Premi [7D-00] per fare una domanda riguardo [02-26]."
[83-14] "Premi [7D-00] per tirare la [02-26]."
[CA-14] ""
[CB-14] ""
[CC-14] ""
[CD-14] ""
[CE-14] ""
[CF-14] ""
[D0-14] ""
[0F-15] "Il Bardo non riusciva ad avvicinarsi abbastanza al ratto mostruoso per usare la sua spada. Forse una soluzione magica sarebbe stata più appropriata."
[3F-15] ""
[90-15] "Il Bardo si inoltrò allora nella foresta di Houton per cercare la prigione e Ketill Swart."
[91-15] "Anche se la foresta di Fairyhaunt era bella, il Bardo doveva assolutamente dirigersi alla foresta di Houton per trovare Ketill Swart."
[92-15] "Con Ketill morto, il Bardo ritornò da Bannafeet sperando che il Trow lo perdonasse per questo piccolo errore."
[CA-16] "Salta [7C-00]"
[CB-16] "Para [7C-00]"
[CC-16] "Attiva Menu Invocazioni [85-00]"
[CD-16] "Attiva Menu Invocazioni [86-00]"
[CE-16] "Attiva Menu Invocazioni [86-00]"
[CF-16] "Seleziona Menu Elementare [7B-00]"
[D0-16] "Seleziona Menu Elementare [7B-00]"
[D1-16] "Seleziona Menu Elementare [7B-00]"
[D2-16] "Invoca Ragno [7D-00]"
[D3-16] "Invoca Ragno [7D-00]"
[D4-16] "Invoca Ragno [7D-00]"
[D5-16] "Congeda Ragno [85-00] + [7B-00] , [85-00] + [7D-00]"
[D6-16] "Congeda Ragno [86-00] + [7B-00] , [86-00] + [7D-00]"
[D7-16] "Congeda Ragno [86-00] - [7B-00] - [7D-00]"
[D8-16] "Ordina all'Invocazione di Attaccare [09-26]"
[1F-17] "Congeda Ragno [85-00] , [7B-00] , [7D-00]"
[20-17] "Congeda Ragno [86-00] , [7B-00] , [7D-00]"
[21-17] "Seleziona Menu Elementare [85-00] + [7B-00]"
[22-17] "Invoca Ragno [85-00] + [7D-00]"
[23-17] "Seleziona Menu Elementare [86-00] + [7B-00]"
[3C-17] "Attiva Menu Invocazioni [85-00]"
[3D-17] "Congeda Ragno [85-00] - [7B-00] - [7D-00]"
[57-17] "Attiva Menu Invocazioni: [16-26]"
[58-17] "Seleziona Menu Elementare: [1B-26]"
[59-17] "Invoca Ragno: [1A-26]"
[5A-17] "Ordina all'invocazione di attaccare: [17-26]"
[5B-17] "Congeda Ragno: [16-26], [1B-26], [1A-26]"
[65-17] "Premi il tasto Salto."
[66-17] "Premi il tasto Attacco."
[67-17] "Premi il tasto Azione."
[68-17] "Premi il tasto Difesa."
[69-17] "Premi il tasto Menu Armi Corpo a Corpo."
[6A-17] "Premi il tasto Menu Armi Speciali."
[6B-17] "Premi il tasto Menu Invocazioni."
[6C-17] "Premi il tasto Menu Artefatto."
[6D-17] "Premi il tasto Annulla."
[6E-17] "Questa parte è importante, quindi apri le orecchie. Le creature che invochi non sono sotto il tuo completo controllo, ma cercheranno di fare del loro meglio per eseguire i tuoi ordini. Cerca di dare loro ordini usando i tasti di Comando. Per esempio, premi il tasto "Posizione d'Attacco" per rendere il tuo piccolo amico più aggressivo."
[6F-17] "Bene, hai capito come funziona ora, ragazzo? Puoi provare gli altri tasti di Comando per sviluppare le tue strategie. Ora, talvolta potresti voler sbarazzarti della creatura che hai invocato."
[70-17] "Premi il pulsante Salto."
[71-17] "Premi il pulsante Attacco."
[72-17] "Premi il pulsante Azione."
[73-17] "Premi il pulsante Difesa."
[74-17] "Premi il pulsante Menu Armi Corpo a Corpo."
[75-17] "Premi il pulsante Menu Armi Speciali."
[76-17] "Premi il pulsante Menu Invocazioni."
[77-17] "Premi il pulsante Menu Artefatto."
[78-17] "Premi il pulsante Annulla."
[79-17] "Questa parte è importante, quindi apri le orecchie. Le creature che invochi non sono sotto il tuo completo controllo, ma cercheranno di fare del loro meglio per eseguire i tuoi ordini. Cerca di dare loro ordini usando i pulsanti di Comando. Per esempio, premi il tasto "Posizione d'Attacco" per rendere il tuo piccolo amico più aggressivo."
